industry,ARIMA,ARIMAX,DML_LGBM,OLS_baseline,OLS_enhanced
动漫,2.056826104324198,1.067497610930176,1.4948553110645648,0.822381650821907,1.1166014439499985
家电,0.3492143388339218,0.6632058146174339,0.4725723159320131,2.242656733633838,0.4787230557321091
文娱,0.814208028508362,0.5924214223529682,0.8349380046671369,0.9944412289302692,0.4087853315981025
旅游,1.0685782093818237,0.4556613881771241,0.5963203087801032,0.8457700988988374,0.8364065024946286
汽车,2.1496010637516085,0.4047094318180167,0.4972897093317694,1.9849109655607025,0.4779304831335578
餐饮,0.6342690960641613,0.6562496257322263,0.4324240657532543,0.5286431086953545,0.3182121554504671
