date,Y,ET,date_raw,DR007（无风险利率）,M2(货币供应量）,制造业PMI（制造业价格水平）,沪深300指数（市场收益率水平）,换手率:沪深300指数（市场波动情况）,标准普尔500指数（全球市场价格水平）,premium,mom_1w,OI,D_total_norm,D_star,M1_star,M2_star,Y_star
2025-05-29,0.0,0.1695696130053772,20250529.0,1.282257286711218,-1.6990550608854622,0.2121610449221301,-1.1244705226512095,-1.429470621738873,-1.2380451796874392,-0.0403,0.5777,0.9802937431902334,0.0557518610990681,-0.5507469812779094,0.5574356299374408,0.6748106490798436,0.3628884172537965
2025-05-30,-12.594184812828637,0.2174730023723252,20250530.0,1.650384227890073,-1.6990550608854622,0.2121610449221301,-1.1841929758870304,-1.3819148476301435,-1.2395156729552874,0.0409,0.7627,0.619605839110514,0.1371295693503849,0.15864608781582254,0.6102131571017443,1.0622954520004042,0.3046990045642958
2025-06-03,0.0,0.0772782910932691,20250603.0,0.3075973853043482,-0.3505223353339475,0.9616130477639744,-1.1461025319716007,-1.0965802029777656,-1.059747870961031,-0.0807,1.2041,0.8229566894425352,0.0356562045815185,-0.7259266436052434,0.35559708178209937,0.05258637946964734,-0.20619257702824462
2025-06-04,0.0,0.0559866911639251,20250604.0,0.3695362039788839,-0.3505223353339475,0.9616130477639744,-1.0920063412496046,-1.2868032994126843,-1.0583999187988369,0.02,2.0767,0.8457696434009906,0.0251481432440623,-0.8175284599083293,0.36232941179940364,0.39864495934151956,0.1937193841441197
2025-06-05,0.0,0.0559866911639251,20250605.0,0.32278992573395,-0.3505223353339475,0.9616130477639744,-1.0634870105760823,-1.191691751195225,-1.1549316747776883,0.2973,1.6727,1.4226023383468098,0.0165467316485614,-0.8925094577932392,0.6929252015448708,0.43355437873167935,0.6508871937563392
2025-06-06,12.616797533379405,0.0559866911639251,20250606.0,0.1054197318950082,-0.3505223353339475,0.9616130477639744,-1.075062884024065,-1.3819148476301435,-0.9678726769970282,0.1296,2.5675,0.8362017725262803,0.0283324035892251,-0.7897703395632291,0.21493841947606307,0.16001595126631551,0.7456415071171008
2025-06-09,0.0,0.0559866911639251,20250609.0,-0.1248056884612916,-0.3505223353339475,0.9616130477639744,-1.038621517052343,-1.0014686547603064,-0.95096200441679,-0.0493,3.6723,1.6275271247017489,0.0109887979790169,-0.9409595764852183,0.8476888885100263,0.3816988688352172,0.1561763558429969
2025-06-10,0.0,0.1637409371601099,20250610.0,-0.1984310766970621,-0.3505223353339475,0.9616130477639744,-1.1025798345945497,-0.8588013324341174,-0.8500800391872249,-0.0594,1.7947,1.648706563021603,0.0079084804690025,-0.9678115970098554,0.7184477722863148,0.6976782879549613,0.6507101159638758
2025-06-11,-12.629819223907989,0.134404908708985,20250611.0,0.0504928549572118,-0.3505223353339475,0.9616130477639744,-1.0082914352249466,-0.9063571065428472,-0.9008426922043504,-0.0882,2.3151,1.5862178524218251,0.0056916200887505,-0.9871366114725699,0.8191995774774635,0.4759504540240672,0.15403622678017523
2025-06-12,-12.641692851846509,0.2573989784262714,20250612.0,0.1790451201307787,-0.3505223353339475,0.9616130477639744,-1.016148801839081,-1.049024428869036,-0.8303202859005359,0.0968,2.3786,1.8138155888201493,0.0040961774340393,-1.0010445475119252,0.7568473036291439,0.7256551871728558,-0.018926957247777043
2025-06-13,0.0,0.3306580412054148,20250613.0,-0.2486833258103656,-0.3505223353339475,0.9616130477639744,-1.1067510292168674,-0.47835513956428,-1.0395285885281382,0.0791,0.8477,1.3057327737103408,0.001729854403921,-1.0216724712133234,0.9012915152126896,1.1414098559910277,0.3844655219515429
2025-06-16,0.0,0.2551828232554584,20250616.0,0.0329630006153609,-0.3505223353339475,0.9616130477639744,-1.075644911180667,-1.0014686547603064,-0.8675421467429063,0.2417,2.072,1.4897265772319594,0.0009148404672007,-1.0287771839208704,1.039488751028951,0.7291992862940077,0.36701162550673205
2025-06-17,0.0,0.2551828232554584,20250617.0,-0.0067713358928336,-0.3505223353339475,0.9616130477639744,-1.0867034271561142,-1.2392475253039543,-1.0219133045903916,0.049,0.9806,0.9012781790053608,0.062136518012501,-0.495090076454009,0.2948631307625422,0.7747165661499423,0.533175471780165
2025-06-18,0.0,0.3277195881174251,20250618.0,0.0399749423521002,-0.3505223353339475,0.9616130477639744,-1.071861734662752,-1.1441359770864952,-1.027580830726885,0.1679,-0.8424,0.9909734782345808,0.044718761783775,-0.6469257058092074,0.1454837823158851,0.8596893327131298,0.5264460813234785
2025-06-19,0.0,0.1734324001164868,20250619.0,0.2433212527175634,-0.3505223353339475,0.9616130477639744,-1.1749452110654572,-1.0965802029777656,-1.027580830726885,-0.1193,-2.5944,0.68358679956822,0.0391918260900939,-0.6951056061612264,0.3091349471318031,0.15440388776733177,-0.1425151784856465
2025-06-20,0.0,0.0891363641350924,20250620.0,-0.3410072253441102,-0.3505223353339475,0.9616130477639744,-1.1634663421435758,-1.2868032994126843,-1.0674985958936387,-0.0404,-2.057,0.7336005276130549,0.08776554201501,-0.2716744459859122,0.46858610607963347,0.4242178785774233,0.39570149313886477
2025-06-23,0.0,-0.0276707354516122,20250623.0,-0.1844071932235808,-0.3505223353339475,0.9616130477639744,-1.1270573100138863,-1.049024428869036,-0.8918665562152022,0.2816,-3.8956,0.5415842712399664,0.149287512014481,0.26463039783980513,1.0866912965104512,0.7994615592897851,0.2019441860398945
2025-06-24,12.624697895518745,-0.2557055256130272,20250624.0,1.6959618491788837,-0.3505223353339475,0.9616130477639744,-0.9778966837134832,-0.6210224618904692,-0.6865795689685236,-0.1184,-0.6179,0.2534369665062093,0.1334669371193451,0.12671786109168273,0.3722155235885886,0.23327599341018446,0.4553522161531187
2025-06-25,0.0,-0.1714281726034165,20250625.0,1.9904634021219656,-0.3505223353339475,0.9616130477639744,-0.7966922289579106,-0.2881320431293618,-0.6866408395213518,-0.0098,1.1657,-0.0058864920884208,0.2996438204796338,1.575329917544855,1.8159882569912549,1.3097928249766355,1.5452572446337491
2025-06-26,0.0,-0.1134240178244066,20250626.0,1.8899589038953584,-0.3505223353339475,0.9616130477639744,-0.8421226820149382,-0.6210224618904692,-0.5369568789651243,-0.0684,1.6398,0.238721213051594,0.2156493646025216,0.843125900966906,0.8764903568255235,0.5575888004074375,0.7607537958113864
2025-06-27,0.0,-0.1134240178244066,20250627.0,2.0278604247179137,-0.3505223353339475,0.9616130477639744,-0.9205670087881388,-0.1930204949119024,-0.4387708180599478,0.2162,2.7666,0.4805583840688765,0.1551997580962366,0.31616916052185845,0.3658749475406579,0.2540822833741422,0.17015176578999233
2025-06-30,0.0,0.033746182416054,20250630.0,4.588387815584164,-0.3505223353339475,0.9616130477639744,-0.8742635149962088,-0.9063571065428472,-0.3411055568537977,-0.1624,5.2806,0.3540195039985683,0.0818033964870843,-0.3236481966029338,0.09790140289634708,0.09877288828183864,0.026788140302035534
2025-07-01,-13.346020007950877,0.0178911085932912,20250701.0,0.2620197640155375,-0.4535147004733963,-0.5372909579197142,-0.852663840517849,-1.1441359770864952,-0.3623664386847463,0.0,2.8425,0.4403153251217737,0.1414332895124159,0.19616286384538528,0.5616311744238552,0.7620773067696143,-0.025622515941740743
2025-07-02,0.0,-0.0685220808464637,20250702.0,-0.2101176462582942,-0.4535147004733963,-0.5372909579197142,-0.849689035050771,-0.8588013324341174,-0.2722680907527246,-0.0582,0.7324,0.0992097234915398,0.1017875121475098,-0.14944086825581282,0.19271085118037512,-0.18871716940023495,-0.1726501841786723
2025-07-03,-12.639898962999936,-0.0685220808464637,20250703.0,-0.653038632629043,-0.4535147004733963,-0.5372909579197142,-0.7708243553311336,-0.9539128806515768,-0.113179100337562,0.0484,0.9582,0.4322032809587324,0.0732550141829935,-0.3981669227847736,0.09503922844463651,-0.18579660408097134,-0.4719448227660531
2025-07-04,-12.649565686160267,-0.0746422223612135,20250704.0,-1.181271576796797,-0.4535147004733963,-0.5372909579197142,-0.7251352235378398,-0.7161340101079285,-0.113179100337562,-0.0576,2.3384,0.3867339471404387,0.0516496459678936,-0.5865071795498917,-0.004199982872592892,-0.2536496334260344,-0.42914302125244075
2025-07-07,13.352162169075353,-0.1442197881671014,20250707.0,-0.6693998300147707,-0.4535147004733963,-0.5372909579197142,-0.7802014595208405,-1.0965802029777656,-0.2644254599908773,0.0096,-0.172,0.4339236566073258,0.0190188389734399,-0.8709593817342186,0.03472782814075934,-0.583354891797943,-0.005220885021424176
2025-07-08,12.666902466276204,-0.0892351448372995,20250708.0,-0.6986162539178536,-0.4535147004733963,-0.5372909579197142,-0.672591105233449,-0.7161340101079285,-0.2780887932712833,-0.0566,1.785,0.2293848187018602,0.0986769455128545,-0.17655657916725873,0.33763407323219635,-0.1106832779565344,0.3406807457820995
2025-07-09,0.0,-0.0892351448372995,20250709.0,-0.5443535357095735,-0.4535147004733963,-0.5372909579197142,-0.6953871688670453,-0.47835513956428,-0.1624712600868394,0.1213,3.8872,0.161794860479177,0.0682158978606925,-0.4420943602883922,-0.005469557650180298,-0.3280126987100259,-0.37860228047125855
2025-07-10,0.0,-0.0892351448372995,20250710.0,-0.3363325975196173,-0.4535147004733963,-0.5372909579197142,-0.6351796930007222,0.044758375631746,-0.1097785846556676,0.0747,3.7482,0.3724650641401514,0.0490940043612503,-0.6087854481543779,0.01896194625675459,-0.4904601440688474,-0.11495964193019984
2025-07-11,-13.373913870153158,-0.1652356577208105,20250711.0,-0.6016177265596162,-0.4535147004733963,-0.5372909579197142,-0.6196913036666897,0.8056507613714206,-0.1732242421079688,0.0932,3.0146,0.7572567182254576,0.0353322515690479,-0.7287506359085036,0.2680339902612676,-0.13920467602395165,-0.3726587396237302
2025-07-14,0.0,-0.2743458211893466,20250714.0,0.1486600392715724,-0.4535147004733963,-0.5372909579197142,-0.6104435388451165,-0.0027973984769836,-0.1462345635876985,0.1138,0.9475,0.7190711296720574,0.013170427907337,-0.9219416760830811,0.30347462606902925,-0.2821567170769309,-0.3079779705190185
2025-07-15,0.0,-0.0816144236679367,20250715.0,0.5413287765290177,-0.4535147004733963,-0.5372909579197142,-0.6059489958024643,-0.2405762690206321,-0.2222100490931104,0.1417,-0.198,0.4419529199498805,0.22551134892552,0.9290956766779699,1.217953425621915,0.698512823522748,0.8620379156672556
2025-07-16,13.77429253451408,-0.3016391418835507,20250716.0,0.06802270929906,-0.4535147004733963,-0.5372909579197142,-0.6442981184541616,-0.8112455583253877,-0.1611233079246478,-0.0189,-1.1664,0.1368458699938299,0.1622972869208604,0.37804037641223265,0.37160219079971096,-0.2873584180057883,0.4433286341633255
2025-07-17,0.0,-0.2856966469553185,20250717.0,-0.0114459637173265,-0.4535147004733963,-0.5372909579197142,-0.5560563345448187,-0.6685782359991989,-0.0580049675169005,0.1032,-0.4948,0.5007492059422496,0.1309274193366659,0.10458014853397195,0.34757462134196293,-0.6394133326201683,-0.15880117806793023
2025-07-18,12.67374393323072,-0.2354220963037606,20250718.0,-0.1937564488725692,-0.4535147004733963,-0.5372909579197142,-0.4782587046122856,-0.2881320431293618,-0.0597511782724675,0.0566,-1.1743,0.2524344004949845,0.0942265878996124,-0.21535163635998056,-0.11901313457660433,-0.2859779702428545,0.3944009619438316
2025-07-21,12.674344773154305,-0.22160049933386,20250721.0,-0.3877535035890441,-0.4535147004733963,-0.5372909579197142,-0.3907606220697126,0.2349814720666648,-0.0327614997521972,0.1968,1.1471,-0.0927267772725891,0.130103051852536,0.09739389824265188,0.26850962115823196,-0.4103434651341484,0.3954202904160862
2025-07-22,12.671870990574948,-0.2132322548115379,20250722.0,-0.5747386165687797,-0.4535147004733963,-0.5372909579197142,-0.2829239238880863,0.7105392131539612,-0.0204461186339827,0.1883,0.3307,-0.7254965996468675,0.108812191327044,-0.08820470383620387,-0.578802208419821,-0.805965644152462,-0.002198540761107491
2025-07-23,13.863648409599856,-0.2414645812361525,20250723.0,-0.4754027752982958,-0.4535147004733963,-0.5372909579197142,-0.2803048016833738,1.3287642765674468,0.1305551588080221,0.293,-0.1227,-0.444216184924158,0.3482144047609657,1.99873377827538,2.087488348502809,1.3669191554360187,2.519981415469212
2025-07-24,0.0,-0.3386365480366906,20250724.0,0.6149541647647881,-0.4535147004733963,-0.5372909579197142,-0.185660719051405,1.6140989212198242,0.1441572215356054,0.584,1.2009,0.1440658927279602,0.2506049182390912,1.1478435934280402,1.2525012218315028,0.31929230079303955,0.7985710290427572
2025-07-25,12.685049772247018,-0.2476251055678976,20250725.0,1.507808079243025,-0.4535147004733963,-0.5372909579197142,-0.2564093534206405,0.9483180836976092,0.2216338355852767,0.3245,1.7069,0.0394641414865536,0.2260491094534837,0.9337834910631023,0.9195539978716658,0.3226260924869601,0.8013018286815949
2025-07-28,12.688747915901716,-0.1168799927958684,20250728.0,0.6698810417025846,-0.4535147004733963,-0.5372909579197142,-0.2284073802196548,0.2349814720666648,0.2250956218199994,0.3155,1.0029,0.2188411376034865,0.084261924088159,-0.30221649893221686,0.0640385912128272,-0.23325351211666032,0.17862872489718928
2025-07-29,0.0,-0.0468271697880184,20250729.0,0.4793899578544793,-0.4535147004733963,-0.5372909579197142,-0.176024936125429,0.3300930202841236,0.167164314122121,-0.139,1.6478,-0.0025301938641117,0.1567126375692697,0.32935736937666477,0.10324724253720477,0.02650510373332378,0.15628263469872283
2025-07-30,0.0,-0.0907384493603907,20250730.0,-0.0663728406551229,-0.4535147004733963,-0.5372909579197142,-0.1785470538040419,0.6154276649365018,0.1427786340969969,0.0092,2.6468,-0.3914437474958639,0.1127838400368255,-0.05358269090247808,-0.36967246231761386,-0.4745310894453507,-0.5015208207897697
2025-07-31,0.0,-0.1305042062864709,20250731.0,0.3613556052860214,-0.4535147004733963,-0.5372909579197142,-0.4231601337872507,0.8532065354801502,0.0707550992489256,0.0372,-0.2874,-0.3485144865971935,0.0872588367997401,-0.2760915422093156,-0.43987099662736745,-0.3259426813753612,-0.15631169024589864
2025-08-01,-13.37447815285531,-0.2022948574963376,20250801.0,-1.1578984376743302,0.157483310835883,-0.162564956498792,-0.4899639174284033,-0.1454647208031727,-0.239825333030857,-0.0646,0.4822,-0.4840103941482185,0.0627989346875186,-0.48931559830504984,-0.5952807487273997,-0.9985807842350998,-1.1051491827016775
2025-08-04,-12.69718114661436,-0.1395359060937123,20250804.0,-0.8353491177842857,0.157483310835883,-0.162564956498792,-0.4389718715416192,-0.6685782359991989,0.041804763038192,-0.0274,1.7353,-0.2121648514996106,0.0224579144139796,-0.8409799643478872,-0.3278159957798648,-0.556879099434368,-0.8154086764105957
2025-08-05,-13.401121511409494,-0.1746891652236232,20250805.0,-0.920661075581291,0.157483310835883,-0.162564956498792,-0.3330752638820009,-0.4307993654555503,-0.0523987119332352,-0.3079,2.3066,-0.626678248899123,0.0161626392492272,-0.895857702562406,-0.6652869540709898,-0.8372459844885594,-0.8883814636452783
2025-08-06,-13.401121511409494,-0.0634448007099386,20250806.0,-0.7897714964954751,0.157483310835883,-0.162564956498792,-0.3006110824803959,-0.4307993654555503,0.0881253009753646,0.045,2.3575,-0.9314525920455556,0.0080994621798583,-0.9661467540827683,-0.9895344582808347,-1.014473039488311,-0.4988980668794021
2025-08-07,-13.401121511409494,0.0730736186355876,20250807.0,-0.8388550886526553,0.157483310835883,-0.162564956498792,-0.2967955711204453,-0.1454647208031727,0.0726238511101464,-0.1257,3.5143,-0.3774522878681169,0.006301883159789,-0.9818167714055384,-0.4096052706453674,-0.48636917357015536,-0.5090106963089639
2025-08-08,-12.71293548302008,0.0894097871196301,20250808.0,-1.1473805250692186,0.157483310835883,-0.162564956498792,-0.3281603678929118,-0.47835513956428,0.2241152929747664,-0.0544,1.744,-0.53492917781794,0.0045353750230273,-0.997215934833026,-0.6141115805221914,-0.3490778491223634,-0.3364702402421911
2025-08-11,-12.716970679074514,0.2140689891026538,20250811.0,-0.968576010782348,0.157483310835883,-0.162564956498792,-0.2714450549662034,-0.2405762690206321,0.1750988507132107,-0.0627,1.7696,-0.4588850796727828,0.001690603545511,-1.0220146323224326,-0.5593279183481993,-0.2091831845629647,-0.7175323442368657
2025-08-12,0.0,0.181343948836417,20250812.0,-0.9218297325374142,0.157483310835883,-0.162564956498792,-0.2025071717508436,-0.4307993654555503,0.3966225344590303,-0.1524,1.0232,-0.824331895313399,-4.1349159334669493e-19,-1.0367521134280324,-0.709014349887669,-0.4625557963183304,-0.15998986840424181
2025-08-13,0.0,0.2947602966538084,20250813.0,-0.8306744899597929,0.157483310835883,-0.162564956498792,-0.0966105640912253,0.0923141497404757,0.4604051799518787,-0.1959,1.0526,-0.3069409157893101,-2.9758397563803484e-19,-1.0367521134280324,-0.5073607836054617,0.19375064041217915,0.07550919897825342
2025-08-14,0.0,0.4690067532025979,20250814.0,-0.9452028716598811,0.157483310835883,-0.162564956498792,-0.1071840574361688,0.1874256979579351,0.4664096941289194,-0.009,0.0629,-0.1335406213936692,-2.9083711884661084e-19,-1.0367521134280324,-0.32656120063134375,0.7132064711286307,0.2926637437063848
2025-08-15,-13.401121511409494,0.4480078099880373,20250815.0,-0.5081251700697484,0.157483310835883,-0.162564956498792,-0.0132836761709685,0.7580949872626909,0.4089991861300729,-0.0089,1.6779,-0.1617716047397511,-2.093113076108392e-19,-1.0367521134280324,-0.46630893711673516,0.3573083103476394,-0.21720639720225288
2025-08-18,-12.748860673289684,0.5257221581369168,20250818.0,-0.103769863251071,0.157483310835883,-0.162564956498792,0.1065492484050742,1.3287642765674468,0.4070078931631956,0.1482,2.8323,-0.507419797070594,0.1518209530882238,0.2867151379644625,-0.022544042993785207,1.0874279270299283,-0.009991544418099019
2025-08-19,12.75234168165351,0.5708984749507604,20250819.0,0.2561764792349189,0.157483310835883,-0.162564956498792,0.0546841617833865,0.6154276649365018,0.291267818873098,0.0696,3.0026,-0.4643843674116406,0.1092633647989747,-0.08427169391463966,-0.38851160244042904,0.9107638106447843,0.8710960086819235
2025-08-20,0.0,0.6118149212960255,20250820.0,0.5226302652310436,0.157483310835883,-0.162564956498792,0.2099884080701481,0.5678718908277721,0.2435074229444942,0.0,3.3654,-0.479799887834972,0.0891981542924668,-0.25918594953934393,-0.32535399760948996,0.8606161375758251,0.23600201456991282
2025-08-21,0.0,0.5415926375016581,20250821.0,-0.1084444910755639,0.157483310835883,-0.162564956498792,0.2638905897399449,0.7580949872626909,0.1650504800495926,0.0602,4.3264,-0.6630589434331849,0.0641946337024346,-0.4771488854668773,-0.47299594045926063,0.7547965072986328,0.6244781935226023
2025-08-22,0.0,0.3707119099854752,20250822.0,-0.6588819174096591,0.157483310835883,-0.162564956498792,0.5546778241469528,1.1860969542412576,0.4614161440735231,-0.1005,6.5204,-0.3786383829015818,0.2253472240790756,0.9276649528220686,0.5861287290417696,1.653068770243325,1.1071794668927404
2025-08-25,0.0,0.5275931275862178,20250825.0,-0.0289758180591773,0.157483310835883,-0.162564956498792,0.8496362531762783,2.1847682105245805,0.3768934164487525,0.2143,5.7614,-0.4733124829009503,0.0840002897367566,-0.30449724140469475,-0.4331893900608425,0.7214094285398928,0.49214086158615983
2025-08-26,13.514898055189322,0.3937955033680837,20250826.0,-0.358537079685961,0.157483310835883,-0.162564956498792,0.7958634108746153,0.9007623095888796,0.4584445222614155,0.5188,7.3442,-0.6816161531537421,0.0604538050514894,-0.5097587730475445,-0.6493904482779912,0.2947004820975536,0.39799826342606837
2025-08-27,12.818412891406998,0.3798896953359808,20250827.0,-0.1283116593296612,0.157483310835883,-0.162564956498792,0.5809660507201653,1.804322017654743,0.5058066595966438,0.0333,3.497,-0.5639948822306051,0.0435077373739616,-0.6574825565891756,-0.5647143703150158,0.24898200665602246,0.7504570879513777
2025-08-28,12.793501912962313,0.2600187851074491,20250828.0,0.1895630327358902,0.157483310835883,-0.162564956498792,0.8320460991100683,1.281208502458717,0.5684864351386083,0.0661,4.1211,-0.2208653663009813,0.0429374144739038,-0.6624542266096312,-0.2976848417373854,0.10636097572048084,0.686854798395476
2025-08-29,0.0,0.1156911534377523,20250829.0,-0.0874086658653434,0.157483310835883,-0.162564956498792,0.938686408136458,2.0896566623071213,0.4410436852585651,0.24,1.164,-0.318365077674793,0.0309014420325809,-0.7673752868502219,-0.46428186594809545,-0.2660359446689665,-0.22326948233253124
2025-09-01,0.0,-0.1168975529599298,20250901.0,-0.9101431629761796,1.1738854166025792,1.33633904918487,1.0258288074166624,1.661654695328554,0.4410436852585651,0.2955,0.4121,-0.8121587452186515,0.0074965887195544,-0.9714021767712441,-0.7894892440812714,-1.0075592132510423,-0.3500158604655283
2025-09-02,0.0,-0.1541719254295279,20250902.0,-1.002467062509924,1.1738854166025792,1.33633904918487,0.9182831228133363,1.4238758247849062,0.3040427291375162,0.067,-3.275,-0.4716874435788847,0.0053951874978453,-0.9897207002846095,-0.49592462070330273,-0.8637153788020075,-0.394098477255186
2025-09-03,0.0,-0.187932038987821,20250903.0,-0.95572078426499,1.1738854166025792,1.33633904918487,0.8192738365068478,0.6629834390452315,0.4042813535623983,-0.0927,-1.2899,-0.6854437859837996,0.0038828391453542,-1.0029042792077127,-0.8385258762224674,-1.063915358041383,-0.4714421888164595
2025-09-04,13.863648409599856,-0.1827512348873775,20250904.0,-0.8704088264679849,1.1738854166025792,1.33633904918487,0.5133215611861431,1.4714315988936353,0.5691604112197054,-0.1801,-3.644,-1.114724063347334,0.0027944237034794,-1.0123923120775506,-1.041487909050159,-1.3232791722093553,-0.10245843673838292
2025-09-05,13.466919634531775,-0.2138168082198663,20250905.0,-1.0059730333782937,1.1738854166025792,1.33633904918487,0.8208582437664872,0.6154276649365018,0.5061130123607797,-0.2008,-1.0512,-0.7004650964572398,1.0319500660793549e-18,-1.0367521134280324,-0.9329611790351928,-1.7215673421392512,-0.041851865307978894
2025-09-08,-13.401121511409494,-0.3391255090295968,20250908.0,-0.8295058330036696,1.1738854166025792,1.33633904918487,0.8443010042407538,0.9007623095888796,0.5479301646651682,0.0164,0.1149,-1.2843987901805651,3.846690585995991e-19,-1.0367521134280324,-1.2156355454170218,-1.5980807487561104,-0.8819254811864808
2025-09-09,-12.808344838414325,-0.2481751745918367,20250909.0,-0.5186430826748575,1.1738854166025792,1.33633904918487,0.7430606138339569,0.2349814720666648,0.601419357283091,-0.066,1.6426,-1.0068246282638966,0.3433527818295478,1.956353602104233,1.7769173222251682,0.6017323012681668,1.4903042959019321
2025-09-10,12.817043900348969,-0.3803455371310726,20250910.0,-0.5490281635340662,1.1738854166025792,1.33633904918487,0.7724853200844141,-0.0503531725857133,0.6609436993544686,0.3974,3.9626,0.1816095399421038,0.5536304982009572,3.7894054019664103,6.665256136369119,3.847740577574622,6.086680463257615
2025-09-11,12.814803078862852,-0.4642974598342812,20250911.0,-0.4905953157278976,1.1738854166025792,1.33633904918487,1.1044671432420636,0.7105392131539612,0.8307550365143466,-0.2973,6.7404,0.4496906279591766,0.3984399376917191,2.4365643060481856,3.594056822808345,1.5604243517838228,2.954915254809143
2025-09-12,0.0,-0.3973041539007279,20250912.0,-0.7687356712852546,1.1738854166025792,1.33633904918487,1.0202995494289389,0.9007623095888796,0.8210130186148614,0.065,2.9948,-0.1946501819700604,0.3634279878499962,2.1313549915210257,2.4472861354525848,0.7335618415127715,2.2189229242955895
2025-09-15,-12.83238835815813,-0.2575919177942128,20250915.0,-0.4683908335615538,1.1738854166025792,1.33633904918487,1.0560618847179593,0.3776487943928533,0.9159517402202114,0.1911,2.9349,-0.5998681655291797,0.1652718122797506,0.40397017609304525,0.1577260507233081,-0.6127342224462615,-0.7827197549231623
2025-09-16,13.863648409599856,-0.4246313172546856,20250916.0,-0.2977669179675459,1.1738854166025792,1.33633904918487,1.0246324182614244,0.6154276649365018,0.8898504847159345,0.1896,4.3536,-0.6410824002583676,0.1189437554486724,0.00011507711370524263,-0.44016484421948693,-1.2667226052738338,-0.15583558550859322
2025-09-17,-12.847588983160522,-0.3613778543968437,20250917.0,0.2000809453409992,1.1738854166025792,1.33633904918487,1.1141352610100737,0.425204568501583,0.8702132725348992,-0.094,3.4953,-0.5531779725367377,0.098691046408135,-0.17643365757613802,-0.34275917961345287,-1.0473339892765905,-1.1026163362374422
2025-09-18,-13.401121511409494,-0.2683303111062811,20250918.0,0.3894033722329812,1.1738854166025792,1.33633904918487,0.9430516118109749,1.5189873730023649,0.967051381277884,0.2548,0.8918,-0.9409452338659476,0.0710265321534265,-0.4175932465329505,-0.8007756131320372,-1.4056792228805353,-0.9481560139425264
