date,Y,ET,date_raw,DR007（无风险利率）,M2(货币供应量）,制造业PMI（制造业价格水平）,沪深300指数（市场收益率水平）,换手率:沪深300指数（市场波动情况）,标准普尔500指数（全球市场价格水平）,premium,mom_1w,OI,D_total_norm,D_star,M1_star,M2_star,Y_star
2025-05-15,-0.2486028110183225,-0.0992498783128051,20250515.0,0.0142644893173868,-1.6990550608854622,0.2121610449221301,-0.9676465387888742,-1.0014686547603064,-1.2234627881146258,-0.0298,-0.0893,0.1171554764200805,0.0337257929691553,-1.033059576620802,0.06999574406052783,-0.6415282361744389,-0.11091078832265203
2025-05-16,-0.2386054764015341,-0.1929530453824808,20250516.0,1.333678192780645,-1.6990550608854622,0.2121610449221301,-1.0262049377114897,-1.2868032994126843,-1.0964795673807837,0.0445,1.0954,0.0697997893387872,0.024271970010504,-1.1406023788276813,-0.2949933525782084,-0.6916855756078542,-0.3730333392765616
2025-05-19,-0.7896586177049604,0.0095210950956039,20250519.0,0.9129616885762398,-1.6990550608854622,0.2121610449221301,-1.0648127390994544,-1.5721379440650622,-1.0804879530929503,0.0296,0.5057,0.4049003608886821,0.5141123394664978,4.431620223156177,8.828821587095058,5.901242006146122,6.941911672734867
2025-05-20,-0.3301578419709692,0.2459804554281478,20250520.0,0.7283138895087506,-1.6990550608854622,0.2121610449221301,-0.9968449011450978,-1.4770263958476029,-1.1513779827137265,0.0735,0.6657,0.2716814852412065,0.4421261453785618,3.612734882666432,6.328592952445973,4.772575142740791,5.10485732616218
2025-05-21,-0.698214557522708,0.0207046598525392,20250521.0,0.5565213169586195,-1.6990550608854622,0.2121610449221301,-0.9379631538021466,-1.3819148476301435,-1.4450171071368594,-0.1468,0.9337,0.3564120895266214,0.3181918524881755,2.202909333229476,3.0237355341121797,2.457424478575224,2.2544221033372356
2025-05-22,-0.418977272856642,-0.1160133124386652,20250522.0,0.4992571261085766,-1.6990550608854622,0.2121610449221301,-0.9460791991525486,-1.429470621738873,-1.4529822790043605,-0.2076,0.4768,0.2718277974359117,0.3847773213133373,2.960358244113067,4.576298376853126,3.0389919674686032,3.5208169128862274
2025-05-23,0.1213601649029281,-0.3278774202112931,20250523.0,0.7329885173332461,-1.6990550608854622,0.2121610449221301,-1.0482572999783175,-1.2392475253039543,-1.57304192726876,-0.06,-1.0836,-0.0471576315325508,0.3984587815653462,3.115992909604304,4.598535767246842,2.5689709293821634,4.113477490340628
2025-05-26,-0.011658527318118,-0.1309950917851687,20250526.0,1.5335185322777385,-1.6990550608854622,0.2121610449221301,-1.1199113099244893,-1.3819148476301435,-1.57304192726876,-0.0148,-0.2516,0.0835961964156635,0.1485292451967327,0.2728972843842014,0.3427708745204993,0.017711728334815144,0.3694155536057801
2025-05-27,0.3789136203692113,-0.1309950917851687,20250527.0,1.1139706850294566,-1.6990550608854622,0.2121610449221301,-1.1868767677758083,-1.5721379440650622,-1.209339925688016,-0.0148,-0.6466,0.0584010066790868,0.1068943697897637,-0.2007239364048229,-0.22185190321379233,-0.26301390408475966,-0.09557861398083098
2025-05-28,0.0117534505107187,-0.1001354334557743,20250528.0,0.969057222470162,-1.6990550608854622,0.2121610449221301,-1.197094577858386,-1.714805266391251,-1.3104057025760605,0.1625,-0.6021,0.0983468460423881,0.2166954364658311,1.0483278437369634,1.3566400366453188,1.0393625750893691,0.888537311299839
2025-05-29,1.5250386561955784,-0.2077047480526667,20250529.0,1.282257286711218,-1.6990550608854622,0.2121610449221301,-1.1244705226512095,-1.429470621738873,-1.2380451796874392,-0.0884,0.6228,0.2882516534094934,0.2224928106643402,1.114276388518944,1.3783467905699454,0.769304465203691,1.0213702846692576
2025-05-30,-0.0233258684416185,-0.2570503877398639,20250530.0,1.650384227890073,-1.6990550608854622,0.2121610449221301,-1.1841929758870304,-1.3819148476301435,-1.2395156729552874,0.2678,0.8703,0.0855082572924083,0.2207116262225562,1.0940143667998408,1.2365525286731962,0.5425312559862059,1.0880278644004753
2025-06-03,-0.1622827771383987,-0.2355629850134847,20250603.0,0.3075973853043482,-0.3505223353339475,0.9616130477639744,-1.1461025319716007,-1.0965802029777656,-1.059747870961031,-0.0444,0.0296,0.4081586297936088,0.0570814947837707,-0.7673747175285849,0.08498962399488516,-0.45797387503514897,-0.569689059557639
2025-06-04,-0.2597162492614741,-0.1112043907072541,20250604.0,0.3695362039788839,-0.3505223353339475,0.9616130477639744,-1.0920063412496046,-1.2868032994126843,-1.0583999187988369,-0.0439,0.9455,0.234708105898181,0.0442746064408589,-0.9130606126390894,-0.24095231178390333,-0.7624155082440714,-0.2616593175663786
2025-06-05,-0.2137722110668318,-0.2933203316777113,20250605.0,0.32278992573395,-0.3505223353339475,0.9616130477639744,-1.0634870105760823,-1.191691751195225,-1.1549316747776883,0.0588,0.2947,0.1181034316618565,0.0331252522266432,-1.0398910811424782,0.08807833201721355,-0.8086885413221344,-0.4709210551217286
2025-06-06,-0.0463381874282005,-0.2073495402675241,20250606.0,0.1054197318950082,-0.3505223353339475,0.9616130477639744,-1.075062884024065,-1.3819148476301435,-0.9678726769970282,0.1029,1.205,-0.0068358338072825,0.126159901646623,0.01843283128105414,0.12104406673481576,-0.43621929541126875,-0.2183038989648013
2025-06-09,-0.1017805415387505,-0.070588271117073,20250609.0,-0.1248056884612916,-0.3505223353339475,0.9616130477639744,-1.038621517052343,-1.0014686547603064,-0.95096200441679,0.1608,1.7406,0.0208384469235537,0.1304873467346133,0.06766006699240122,0.3377846057238259,0.3756906556713607,0.11183727712963396
2025-06-10,-0.4145264547113655,0.1708932947087723,20250610.0,-0.1984310766970621,-0.3505223353339475,0.9616130477639744,-1.1025798345945497,-0.8588013324341174,-0.8500800391872249,-0.117,1.109,-0.0967257083771399,0.2110212038152451,0.9837801065636791,0.9201633751074971,1.1510064733466805,0.8031364293645135
