var,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,skew,kurt,industry
ET,115.0,-0.003923856356489229,0.24308180422025455,-0.5520913684734098,-0.5507562542302752,-0.3615816020382724,-0.16238767575685498,-0.034686770370728,0.16772512841590154,0.3849168325312389,0.45648615291429073,0.5759532698059532,0.10293316116849838,-0.4349040760510752,旅游
premium,115.0,0.04631478260869566,0.14363447653586875,-0.2953,-0.20736200000000002,-0.18166000000000002,-0.04415,0.0588,0.13065,0.25431,0.347784,0.761,0.8968463232600741,4.391306503241563,旅游
mom_1w,115.0,0.3566269565217391,2.0307604770489713,-5.7791,-4.026662,-3.2132300000000003,-0.78935,0.5515,1.5652,3.6512499999999997,4.361732,5.8157,-0.24369775285252485,0.2874693197734133,旅游
M1_star,115.0,0.3144902255582177,1.33045875863643,-1.1105877868070098,-1.0291850053228848,-0.8395854621938582,-0.36311148838330876,0.0795380006959467,0.5394029662316893,1.4304754850150714,6.086384946518094,8.828821587095058,3.744926931583148,18.550514449383428,旅游
M2_star,115.0,0.19231757170924765,1.0652435170726782,-1.6394303870526512,-1.3606614827441192,-1.0746274127658384,-0.4499927736141429,0.0699309557718691,0.5587724721175467,1.6495371431574917,4.529873498202684,5.901242006146122,2.2616224177044253,9.144916612033395,旅游
Y_star,115.0,0.3395356474010617,1.115403401750645,-0.9257322822911814,-0.9188946114126003,-0.8187435270919636,-0.2538754402247727,0.1863089372808224,0.6094546144706399,1.7403270852606403,4.966064149147162,6.941911672734867,3.0497143725222506,13.55778779785028,旅游
Y,115.0,0.015091132664497311,0.8679177561598267,-1.3944076872136504,-1.3944076872136504,-1.3944076872136504,-0.693147167519222,-0.1799536843682047,0.6983051688493016,1.5717356391673678,1.5717356391673678,1.5717356391673678,0.17801607157276353,-1.0354499334976275,汽车
D_star,115.0,2.1899752542809813e-16,1.0043763885240242,-1.3630497004085045,-1.2528111182107415,-1.0867770289626633,-0.5895657948507621,-0.1708983342267075,0.37246620179313017,1.4995207314310703,3.6562191880923782,6.2978099383350505,2.8317406339902336,14.168589510819041,汽车
OI,115.0,0.2011338273973304,0.48679450383049316,-0.6853817823652149,-0.6730436199072669,-0.47628839861434363,-0.13518259479560385,0.1483002413902081,0.5002478985276542,1.1129224828499764,1.4856641678636513,1.8479644124648853,0.6732926450526489,0.5638603261761292,汽车
ET,115.0,-0.027444761106425356,0.26948979449084837,-0.5945974716048985,-0.5773367154554795,-0.39046349819902554,-0.1983631000931056,-0.0623427210099275,0.10121349400651461,0.5851842369943758,0.7836122135244337,0.7903739592667675,0.9370375210721223,1.5269203927225847,汽车
premium,115.0,0.03542521739130434,0.1330267159841304,-0.3074,-0.28092799999999996,-0.15686,-0.04265,0.0156,0.09825,0.29014999999999996,0.41945599999999994,0.4326,0.5846930514994422,0.9956088175401705,汽车
mom_1w,115.0,0.5343286956521739,2.480818801403562,-6.9088,-6.334656,-3.8683799999999997,-0.8755,0.7533,1.9008,4.665659999999999,5.99522,6.0733,-0.3890985710645224,0.7478770050596233,汽车
M1_star,115.0,0.2941565607881704,1.752849806644938,-1.1075070850135145,-1.0921903496179055,-0.7685640871757355,-0.4581032172296998,0.0506185621055939,0.3953302901989916,1.6892488938910866,6.488134260995808,15.746541925113412,6.657656346859325,54.97848910749849,汽车
M2_star,115.0,0.1948417277661009,1.5909699354315718,-2.0424591085491093,-1.7521895167210482,-1.2837665005154755,-0.49851062750005337,-0.053225645686151,0.5541190589216209,2.0427361214710156,5.890230297708371,12.443441367534133,4.6389552543246895,31.884772515840503,汽车
Y_star,115.0,0.3047343966143722,1.5236263641151164,-0.9961163575026142,-0.9744101569748143,-0.7097914588208315,-0.3503631148183711,0.0770293107487452,0.5453087845836463,1.544679588787913,5.844311364085607,13.518664978208571,6.402755422990231,51.792788701189714,汽车
Y,115.0,-0.05865014248363168,9.247019160422328,-13.401121511409494,-13.401121511409494,-13.401121511409494,-6.29414275707287,0.0,0.0,13.863648409599856,13.863648409599856,13.863648409599856,0.03254865455422343,-0.9618615950422043,文娱
D_star,115.0,-9.678248540754082e-17,1.004376388524024,-1.0367521134280324,-1.0367521134280324,-1.0367521134280324,-0.8036493997357792,-0.2716744459859122,0.37427337270687905,2.0385201422490735,2.696224101068171,3.7894054019664094,1.2383054711281176,1.2852868620033284,文娱
OI,115.0,-0.07523852817516533,0.7312635654124576,-1.3290480073425517,-1.2623518182962774,-1.0823405836126738,-0.6723375482934635,-0.2121648514996106,0.44113412253582707,1.3407936431012812,1.6457414416568232,1.8138155888201493,0.5058984064089153,-0.4315528509869879,文娱
ET,115.0,-0.005721325219674059,0.2426755405064427,-0.4642974598342812,-0.42080551438513153,-0.3387832363345624,-0.19029263732621537,-0.0634448007099386,0.171501006560932,0.4543074929524054,0.5667956577078861,0.6118149212960255,0.5442823890352962,-0.3380511557845063,文娱
premium,115.0,0.053700869565217385,0.1595463291322871,-0.3079,-0.28379,-0.16451,-0.062150000000000004,0.0405,0.16985,0.30039,0.5018039999999999,0.584,0.499623286910359,0.4852063851575861,文娱
mom_1w,115.0,0.783895652173913,2.711462668570435,-7.5047,-6.628408,-4.05268,-0.5857,1.0526,2.39345,4.33456,6.7096,7.3442,-0.6250230282634828,1.101684193275398,文娱
M1_star,115.0,0.3006486190599438,1.1489178937564357,-1.2180243843939595,-1.1924285689275054,-0.9212404198200628,-0.44652291191534205,0.097901402896347,0.7376475379577294,2.343614126041701,3.983690311066808,6.665256136369119,2.2775820186644804,8.445904366467607,文娱
M2_star,115.0,0.17498647315412505,0.9210060237997206,-1.7215673421392512,-1.5711445351335298,-1.097000944566547,-0.3797106571282559,0.0987728882818386,0.7173079498342617,1.5861109704984624,2.945457263288553,3.847740577574622,0.858526223115153,2.0258727279514748,文娱
Y_star,115.0,0.3482784933687109,1.010940649932707,-1.1295851702326187,-1.1047945841966846,-0.8353637178433612,-0.21186784264789887,0.1701517657899923,0.6507986548601075,2.2361797929795504,3.5473202767865226,6.086680463257615,2.3731810707499554,9.421011040585501,文娱
