,Y,D_star,OI,ET,premium,mom_1w
Y,1.0,-0.03555379098852538,-0.074061481694459,-0.06383015553334555,-0.04150969809895929,0.09176001189494595
D_star,-0.03555379098852538,1.0,-0.08635931953356207,0.09409582494052517,-0.19203962623551568,-0.08287357598221651
OI,-0.074061481694459,-0.08635931953356207,1.0,0.24574854402156407,0.12313217525207833,-0.29549477016065634
ET,-0.06383015553334555,0.09409582494052517,0.24574854402156407,1.0,0.09113267512992647,-0.23397368269828478
premium,-0.04150969809895929,-0.19203962623551568,0.12313217525207833,0.09113267512992647,1.0,0.028423852439095086
mom_1w,0.09176001189494595,-0.08287357598221651,-0.29549477016065634,-0.23397368269828478,0.028423852439095086,1.0
