lag,corr
0,-0.03555379098852533
1,-0.11776365410005707
2,-0.13595841534806724
3,-0.12445920951310331
4,-0.14487518352680234
5,-0.05356855657938426
6,-0.056440385935050574
7,-0.050522855289344464
8,0.11005731717383413
9,0.277390629056572
10,0.1500099263517349
11,0.13252301128379
12,0.11431030791228262
13,0.08919540167532633
14,0.07949411748290376
15,-0.03994652114973454
16,-0.1428885237168058
17,-0.1303955146557057
18,-0.0615634799077613
19,-0.038898783215671334
20,-0.18001746925731926
