lag,corr
0,-0.14563271168866163
1,-0.24946809665768183
2,-0.3045347030082361
3,-0.2790271368382029
4,-0.21852312004657606
5,-0.16162031676510494
6,-0.0085993298236909
7,0.11743689363023907
8,0.14027737717060274
9,0.10953656026314375
10,0.11618480770079391
11,0.21805648406395653
12,0.1706052940030159
13,0.04383964188560569
14,-0.03112570984173049
15,-0.23995446489121164
16,-0.26204149916486513
17,-0.21742253853910543
18,-0.1935721724146319
19,-0.12827421305839123
20,-0.03483398919372489
