,Y,D_star,OI,ET,premium,mom_1w
Y,1.0,-0.14563271168866146,-0.10946156751485772,-0.21192694303274623,0.49539469300571076,-0.37971941277894866
D_star,-0.14563271168866146,1.0,-0.022322784986913122,0.040820616153094645,0.00029153602432417945,0.2573602133451978
OI,-0.10946156751485772,-0.022322784986913122,1.0,0.1632481659430327,-0.16284147945906688,-0.22478421102013912
ET,-0.21192694303274623,0.040820616153094645,0.1632481659430327,1.0,-0.2338930087444829,0.3007209966123067
premium,0.49539469300571076,0.00029153602432417945,-0.16284147945906688,-0.2338930087444829,1.0,-0.20336129532576777
mom_1w,-0.37971941277894866,0.2573602133451978,-0.22478421102013912,0.3007209966123067,-0.20336129532576777,1.0
