date,z_1,z_2,z_3,OI_mean,K_used
2025-05-01,-0.8849042921008614,1.1877745271846536,-1.4908055104636633,-0.3959784251266237,4
2025-05-02,-0.6615499137258211,0.5037023730154616,-1.4908055104636633,-0.5495510170580076,4
2025-05-03,-0.8849042921008614,0.3420194650485214,-1.4908055104636633,-0.6778967791720012,4
2025-05-04,-1.0772889332126836,0.3818508563235888,-1.4908055104636633,-0.7287478624509194,4
2025-05-05,-0.4812943867902699,0.36196763904702894,-1.3710367346260373,-0.4967878274564261,4
2025-05-06,0.5640872479733922,0.5695060023848987,-0.033495058359668844,0.366699397332874,4
2025-05-07,0.6833417665933079,1.5720618528721637,0.7152404912368877,0.9902147035674531,4
2025-05-08,1.138960753063042,1.0683182194840517,-0.37657356536707803,0.6102351357266719,4
2025-05-09,-0.4812943867902699,0.480307207881623,0.1236084482394529,0.04087375644360199,4
2025-05-10,-0.37556941983405956,0.46857592544471116,-1.1351321718021015,-0.34737522206381666,4
2025-05-11,-0.9229133953968803,0.5963968381776171,-1.0199506067455189,-0.4488223879882607,4
2025-05-12,0.8867470729425136,0.32601387100814394,0.1752412702098223,0.46266740472015994,4
2025-05-13,0.22397807074207074,0.4959139400332479,-0.15804326730083404,0.18728291449149484,4
2025-05-14,1.665668884673256,-0.03290967866951557,-0.11629305015279319,0.5054887186169824,4
2025-05-15,1.6149388721747056,0.15125078264873484,-0.11034798094961924,0.551947224624607,4
2025-05-16,-0.20321651637118598,0.49980939830265647,0.30557253978334337,0.20072180723827127,4
2025-05-17,-0.3407189846721613,1.1388693293610925,-0.7753116418335029,0.00761290095180948,4
2025-05-18,-0.10202686861426305,0.7365996052126219,-1.1214876573694403,-0.16230497359036047,4
2025-05-19,1.665668884673256,0.5463620809432437,-0.12224291570115303,0.6965960166384488,4
2025-05-20,1.328366081549124,0.538627905583439,0.060006770295248965,0.6423335858092707,4
2025-05-21,1.5122347547396204,0.5308839215014705,-0.32133092543566266,0.5739292502684761,4
2025-05-22,1.5122347547396204,0.5502254981111704,-0.6017775660071,0.48689422894789686,4
2025-05-23,0.7713220463048915,2.8715007855140042,-0.15206446036845336,1.1635861238168141,4
2025-05-24,0.09559631973602245,2.7265842247737604,-1.183087757063368,0.5463642624821383,4
2025-05-25,-0.16930545065132294,0.28178092359001655,-1.2382787195805436,-0.37526774888061665,4
2025-05-26,0.34979201379046454,-0.12711552610854226,0.05419750812234122,0.09229133193475449,4
2025-05-27,-0.16930545065132294,-0.43691322686043416,-0.6144928414796431,-0.40690383966380006,4
2025-05-28,0.12793822880443304,-0.5376163143160073,-0.41363323102696625,-0.27443710551284684,4
2025-05-29,0.7128054619432368,0.15125078264873484,-0.45710620375668237,0.13565001361176307,4
2025-05-30,-0.3407189846721613,-0.5839452970382786,-0.563762750148407,-0.4961423439529489,4
2025-05-31,-0.8849042921008614,0.23315852495930692,-1.4134617295551593,-0.6884024988989047,4
2025-06-01,-0.7351237051518384,1.0077021183575723,-1.4908055104636633,-0.40607569908597646,4
2025-06-02,-0.2373113828027336,1.473254994178996,-1.4847169500274167,-0.08292444621705138,4
2025-06-03,0.28719958236637777,1.4499681697625602,0.9659680247733063,0.9010452589674148,4
2025-06-04,0.5339169865086496,0.5579450068892589,0.8468908623485847,0.6462509519154978,4
2025-06-05,0.85808876616764,0.12646266756384916,-0.05705692487820507,0.309164836284428,4
2025-06-06,1.1936609886715093,0.14712641192103604,0.0831981665989667,0.474661855730504,4
2025-06-07,0.09559631973602245,0.7365996052126219,0.0483836663177643,0.2935265304221362,4
2025-06-08,0.8292992996371935,0.9319829648862287,-0.8867065496566118,0.29152523828893684,4
2025-06-09,1.486294563518644,0.3897860499422379,0.0658114600456656,0.6472973578355158,4
2025-06-10,1.889023263048302,0.16360720635312317,0.12936331232169887,0.7273312605743746,4
2025-06-11,0.7421317969093507,-1.062628707434389,1.0983016697167902,0.2592682530639173,4
2025-06-12,0.6537394180488166,-0.9727576236701319,0.8988999491756883,0.19329391451812436,4
2025-06-13,0.28719958236637777,-1.2612299565780785,0.0483836663177643,-0.3085489026313121,4
2025-06-14,0.31857364968245133,-0.7346053532635097,-0.7883299293219127,-0.4014538776343237,4
2025-06-15,2.7533354181071537,2.8715007855140042,-0.5133792377228149,1.7038189886327808,4
2025-06-16,3.488956602802728,2.8629650471295185,0.11784908992474921,2.1565902466189986,4
2025-06-17,1.589419618283705,1.493144688085019,0.8312163443392635,1.3045935502359958,4
2025-06-18,2.470813543648121,0.8221575109248878,0.8677385312059214,1.3869031952596433,4
2025-06-19,1.3016548420209089,-0.5839452970382786,0.4941130112031092,0.40394085206191316,4
2025-06-20,1.1663703278324382,-1.2360810060485206,-0.10440770036492265,-0.05803945952700166,4
2025-06-21,0.09559631973602245,-1.1538423133799773,0.6135904953309452,-0.14821849943766993,4
2025-06-22,-0.5527779680435666,-1.0175278247807131,0.41706155564221487,-0.384414745727355,4
2025-06-23,1.381450678916551,-1.1131346250756153,0.31118720160548463,0.19316775181547344,4
2025-06-24,1.328366081549124,-1.1487389861876338,-0.32744860139590587,-0.04927383534480521,4
2025-06-25,1.563796416024823,-1.1691779362510657,-0.444659183169666,-0.016680234465302906,4
2025-06-26,1.4602469591912535,-0.275626738866621,-0.15804326730083404,0.3421923176745995,4
2025-06-27,1.2478896646585573,-0.44599973245121355,0.9453965806198806,0.5824288376090748,4
2025-06-28,-0.3060605639013003,-0.514582976440992,0.8677385312059214,0.015698330287876334,4
2025-06-29,-0.0354602426027382,-1.1691779362510657,1.0018305515945467,-0.06760254241975239,4
