date,OI_mean
2025-05-01,-0.09647439413130632
2025-05-02,0.15691019607256793
2025-05-03,-0.2103906921420575
2025-05-04,0.6810994801083464
2025-05-05,0.5326995969536252
2025-05-06,1.0371799947467708
2025-05-07,1.2239389746692877
2025-05-08,1.300107425752588
2025-05-09,0.8399461530144179
2025-05-10,0.25736696701325745
2025-05-11,0.044009533347944885
2025-05-12,0.6932759316502697
2025-05-13,0.7071034490247766
2025-05-14,1.0733819561403661
2025-05-15,0.946862258022067
2025-05-16,0.5810441027992471
2025-05-17,0.33054268056160424
2025-05-18,0.12215356836298458
2025-05-19,0.8602937869122019
2025-05-20,1.2643961555529888
2025-05-21,0.7474201611407053
2025-05-22,0.6028433895753434
2025-05-23,0.6701348798901288
2025-05-24,0.2888062475278999
2025-05-25,0.028792824943671635
2025-05-26,0.6784413496407867
2025-05-27,0.5848186524503443
2025-05-28,0.4559202404228171
2025-05-29,0.4324527965489748
2025-05-30,-0.18169904991055494
2025-05-31,-0.6431844840511606
2025-06-01,-0.43978925034961236
2025-06-02,-0.4646883679173163
2025-06-03,0.5652804992204657
2025-06-04,0.41229086022237865
2025-06-05,0.3757459332804805
2025-06-06,0.23776806163335673
2025-06-07,-0.13863534886797954
2025-06-08,-0.21875226547819304
2025-06-09,0.5369969444986918
2025-06-10,0.46814623381831155
2025-06-11,0.30037285541068004
2025-06-12,0.4629531835528455
2025-06-13,0.1746060784802185
2025-06-14,-0.03699287098207602
2025-06-15,-0.1898574035238495
2025-06-16,0.24254317435214556
2025-06-17,0.7697773500841004
2025-06-18,0.4792568225397784
2025-06-19,0.06022004322978312
2025-06-20,-0.177114142030237
2025-06-21,-0.4428809807313305
2025-06-22,-0.5201809942153313
2025-06-23,0.17338167844920005
2025-06-24,0.06501642836370099
2025-06-25,0.2549628058643904
2025-06-26,0.028542460011239612
2025-06-27,-0.26629806431867337
2025-06-28,-0.6934467502097686
2025-06-29,-0.9092861792205514
2025-06-30,-0.15247162831560748
2025-07-01,-0.2128123026956028
2025-07-02,0.08259390595571703
2025-07-03,-0.3162852551440508
2025-07-04,-0.206670112812685
2025-07-05,-0.6002687296161353
2025-07-06,-0.45049492267415153
2025-07-07,-0.02018494107119201
2025-07-08,-0.16014603030776312
2025-07-09,-0.15938929923853667
2025-07-10,1.275583806275835
2025-07-11,-0.2614387628601875
2025-07-12,-0.4537165317622476
2025-07-13,-0.5836829389409762
2025-07-14,0.07651758498684635
2025-07-15,0.036149731829303665
2025-07-16,0.00863638047353088
2025-07-17,0.11770833493776418
2025-07-18,0.05661881550938985
2025-07-19,-0.6290572906831315
2025-07-20,0.7642346722691157
2025-07-21,-0.054672668835991124
2025-07-22,-0.422949862288947
2025-07-23,0.10970660781140502
2025-07-24,0.06070231604687152
2025-07-25,-0.14372716188237766
2025-07-26,-0.5928536510081196
2025-07-27,-0.5230987680022382
2025-07-28,-0.252038956879922
2025-07-29,-0.13975797832912032
2025-07-30,-0.3812142573860346
2025-07-31,-0.2398012838837693
2025-08-01,-0.20296100295676314
2025-08-02,-0.8358085756306662
2025-08-03,-1.0071148689197076
2025-08-04,-0.012200202038501917
2025-08-05,0.21065832114451655
2025-08-06,1.508004331857749
2025-08-07,1.4749481615318372
2025-08-08,1.5543448502056452
2025-08-09,-0.13956004958443446
2025-08-10,-0.06465883967429896
2025-08-11,0.027985833477402095
2025-08-12,0.04944669107063763
2025-08-13,-0.1455971910247499
2025-08-14,-0.10330559787536198
2025-08-15,-0.36697449704535057
2025-08-16,-0.5262832010812031
2025-08-17,-0.5621046042504734
2025-08-18,0.19788415411498173
2025-08-19,-0.17960785584549477
2025-08-20,-0.4548594390556417
2025-08-21,0.23420693178638333
2025-08-22,-0.450844511726401
2025-08-23,-0.8952486901874751
2025-08-24,-0.6537823642027495
2025-08-25,-0.4242055016954753
2025-08-26,-0.12777638384187937
2025-08-27,-0.1658500365073874
2025-08-28,-0.21743898259215041
2025-08-29,-0.2905901210265402
2025-08-30,-0.5086130396349207
2025-08-31,-1.0131511773581197
2025-09-01,-0.30436237935194654
2025-09-02,-0.31149033138770876
2025-09-03,-0.6590608975482827
2025-09-04,-0.45670388402737894
2025-09-05,-0.5075707374501195
2025-09-06,-0.511674953934635
2025-09-07,-0.7260624529551327
2025-09-08,-0.31082204485915815
2025-09-09,-0.39367064153482473
2025-09-10,-0.1656074295556247
2025-09-11,0.31468689462778343
2025-09-12,0.8970085855412936
2025-09-13,0.8478826253681987
2025-09-14,0.8375675659419398
2025-09-15,1.6012057031746643
2025-09-16,1.1638805716498835
2025-09-17,0.8807487840198497
2025-09-18,0.7110420442880708
2025-09-19,0.6330784842196506
2025-09-20,-0.055754890825763605
2025-09-21,0.31663718601807284
2025-09-22,0.7075870566068594
2025-09-23,0.26471300870666364
2025-09-24,0.14521583421506637
2025-09-25,0.2679074227897902
2025-09-26,-0.03711518835307781
2025-09-27,-0.1978577483395315
2025-09-28,-0.263155501067265
2025-09-29,-0.3546534438802144
2025-09-30,-0.5847758580171237
2025-10-01,-0.7509375922757608
2025-10-02,-0.7425494206968275
2025-10-03,-0.8181272037377495
2025-10-04,-0.7488166065748999
2025-10-05,-0.8212696646086634
2025-10-06,-0.8411064121222154
2025-10-07,-0.7835012266870013
2025-10-08,-0.42785913939536585
2025-10-09,-0.23828160316521574
2025-10-10,0.03252963165746429
2025-10-11,0.17701635570858812
2025-10-12,-0.4605998115852903
2025-10-13,0.3003784236279395
2025-10-14,0.14415979615080698
2025-10-15,0.09047766996627704
2025-10-16,-0.1138673429011663
