date,OI_mean
2025-05-01,1.8227104207811866
2025-05-02,1.8515277505726015
2025-05-03,0.9852485102490105
2025-05-04,0.8772110035918002
2025-05-05,0.3101585035602964
2025-05-06,0.8033067019403011
2025-05-07,0.5505346955588641
2025-05-08,0.5280631888236824
2025-05-09,0.39094005412230254
2025-05-10,0.1118013449826923
2025-05-11,-0.09290957200943795
2025-05-12,0.43077629766338177
2025-05-13,0.4719635605483579
2025-05-14,0.12115130881945586
2025-05-15,0.11715547642008055
2025-05-16,0.06979978933878724
2025-05-17,-0.2120162869188994
2025-05-18,-0.17103772890034294
2025-05-19,0.40490036088868214
2025-05-20,0.27168148524120656
2025-05-21,0.35641208952662146
2025-05-22,0.27182779743591173
2025-05-23,-0.047157631532550814
2025-05-24,-0.3497679757031779
2025-05-25,-0.3784017641871471
2025-05-26,0.08359619641566352
2025-05-27,0.05840100667908684
2025-05-28,0.09834684604238812
2025-05-29,0.28825165340949344
2025-05-30,0.08550825729240834
2025-05-31,-0.2274770143984373
2025-06-01,-0.31102517688458725
2025-06-02,-0.1957920786417591
2025-06-03,0.4081586297936088
2025-06-04,0.234708105898181
2025-06-05,0.11810343166185655
2025-06-06,-0.00683583380728255
2025-06-07,-0.2491376803398442
2025-06-08,-0.18436653423676708
2025-06-09,0.020838446923553706
2025-06-10,-0.09672570837713997
2025-06-11,-0.21618318411035353
2025-06-12,0.26348174482442827
2025-06-13,0.8603746727655867
2025-06-14,-0.48056106131030935
2025-06-15,-0.4678341053696505
2025-06-16,0.04889757422163451
2025-06-17,0.2945479978799223
2025-06-18,0.493723067486054
2025-06-19,0.21834108459476131
2025-06-20,-0.18303410650305707
2025-06-21,-0.2622721651100362
2025-06-22,-0.32543539411103284
2025-06-23,0.6296274563206948
2025-06-24,0.8520864245083475
2025-06-25,0.229801455860173
2025-06-26,0.22258399336375298
2025-06-27,-0.03617924039170558
2025-06-28,-0.3304658316341235
2025-06-29,-0.1380282852686973
2025-06-30,-0.01520903920010308
2025-07-01,-0.192751013365325
2025-07-02,0.05188040153251313
2025-07-03,-0.024573878474469495
2025-07-04,0.1387193872483243
2025-07-05,-0.052773111145730384
2025-07-06,-0.5916634829138946
2025-07-07,0.07902714508620262
2025-07-08,-0.0042874280095020105
2025-07-09,-0.011471808971727393
2025-07-10,-0.22906923697490766
2025-07-11,-0.1688683935889884
2025-07-12,-0.5231868714113145
2025-07-13,-0.2841585711486092
2025-07-14,0.10219569465642625
2025-07-15,0.016505967047356445
2025-07-16,0.05153481291062408
2025-07-17,0.006404522977608244
2025-07-18,0.04602780125842789
2025-07-19,-0.2604636103629078
2025-07-20,-0.4461647760946454
2025-07-21,0.4779035114138228
2025-07-22,-0.48690880506985357
2025-07-23,-0.01847941440411688
2025-07-24,-0.20721296848309542
2025-07-25,-0.06664298715550117
2025-07-26,-0.3394319307970756
2025-07-27,-0.5230095550604444
2025-07-28,-0.09648808031035823
2025-07-29,-0.05500975422852405
2025-07-30,-0.33694871406162674
2025-07-31,-0.05167540346769548
2025-08-01,-0.10814363225587119
2025-08-02,-0.22091794040446477
2025-08-03,-0.23333469933402787
2025-08-04,0.26479815202066087
2025-08-05,1.1426195893986828
2025-08-06,1.3886584873401386
2025-08-07,1.4187027293336858
2025-08-08,1.266116272508907
2025-08-09,0.9018223816994976
2025-08-10,1.0144878255232108
2025-08-11,0.8432464359665213
2025-08-12,1.1366940003720563
2025-08-13,0.48973223194656934
2025-08-14,0.0014501575603420396
2025-08-15,0.06274900749891553
2025-08-16,-0.3971174131447704
2025-08-17,-0.44158730635319604
2025-08-18,0.06333214157049771
2025-08-19,-0.0025426341779420936
2025-08-20,0.0613918153816669
2025-08-21,-0.261473789350058
2025-08-22,-0.3407031490438181
2025-08-23,-0.5483222388769512
2025-08-24,-0.9446557861424495
2025-08-25,-0.5103598948249445
2025-08-26,-0.5378846696684348
2025-08-27,-0.7701338207320351
2025-08-28,-0.6355791929789508
2025-08-29,-0.8203093681917245
2025-08-30,-0.8925754965562973
2025-08-31,-1.0738931394131421
2025-09-01,-0.9240512518166654
2025-09-02,-0.5121483830957378
2025-09-03,-0.8141013076893016
2025-09-04,-0.7714056394978123
2025-09-05,-0.7175184579692635
2025-09-06,-0.8339477563159551
2025-09-07,-0.8205754500108329
2025-09-08,-0.6177533710139832
2025-09-09,-0.5951517879220732
2025-09-10,-0.5984754665432089
2025-09-11,-0.7053125958540925
2025-09-12,-1.058997679786233
2025-09-13,-0.46354277304556235
2025-09-14,-0.18554432434390614
2025-09-15,-0.3421446147134804
2025-09-16,-0.39542810114265065
2025-09-17,-0.3444988243686285
2025-09-18,-0.5507627915548028
2025-09-19,-0.48983904131634065
2025-09-20,-0.13416702005909698
2025-09-21,-0.356236637251264
2025-09-22,-0.2747494411283477
2025-09-23,-0.4872803830112713
2025-09-24,-0.2881174216722617
2025-09-25,-0.35354020110617923
2025-09-26,0.3148570743379147
2025-09-27,0.3612751852116065
2025-09-28,1.2806870234663688
2025-09-29,0.3430916354749973
2025-09-30,0.38001295977359617
2025-10-01,1.0115874260670676
2025-10-02,0.5606434930020234
2025-10-03,1.1181672733737598
2025-10-04,0.5461014512666121
2025-10-05,0.2379192281878334
2025-10-06,-0.09603790513817716
2025-10-07,0.2206530219582787
2025-10-08,1.1455277618484512
2025-10-09,1.8546624336886233
2025-10-10,1.6454101023551158
2025-10-11,1.7109728322905944
2025-10-12,-0.017646531021498973
2025-10-13,-0.36384143180767964
2025-10-14,-0.6346870144014926
2025-10-15,-0.4586408468117726
2025-10-16,0.327511503962287
