date,z_1,z_2,z_3,OI_mean,K_used
2025-05-01,1.408168227876943,0.7511019026853373,0.5884166039941287,0.9158955781854696,4
2025-05-02,0.9828099091205512,0.8329914488018971,0.35267636482789666,0.7228259075834483,4
2025-05-03,1.1569946413643262,0.5341838104660365,0.501287942672678,0.7308221315010135,4
2025-05-04,-1.2687179406491125,0.7511019026853373,0.5547101605453946,0.012364707527206456,4
2025-05-05,-0.15602025196556063,1.1652758071944633,0.6219013970809727,0.5437189841032918,4
2025-05-06,1.2756644387158211,-0.031136687603167568,5.344605726130471,2.196377825747708,4
2025-05-07,1.2251249892513558,-0.20025245240542427,5.4298126677942165,2.1515617348800493,4
2025-05-08,1.2756644387158211,0.4410779858126415,5.4298126677942165,2.382185030774226,4
2025-05-09,1.1226043440237827,0.31195981717015986,3.4359576157389426,1.6235072589776285,4
2025-05-10,0.8210895805777467,0.8481809770095664,2.515241151187857,1.3948372362583903,4
2025-05-11,1.0706046634900002,0.7871123431167782,1.3244485889400364,1.0607218651822716,4
2025-05-12,1.4570306285847836,-0.024993741352307725,0.6646322378025993,0.6988897083450251,4
2025-05-13,1.2756644387158211,0.10806903425835407,0.4620803420707128,0.6152712716816294,4
2025-05-14,1.4570306285847836,-0.31663904576401575,0.5498766889239902,0.5634227572482526,4
2025-05-15,1.601019386417591,0.2140820254383406,0.5207791127706635,0.7786268415421983,4
2025-05-16,0.7105206976169667,-0.03728804309176373,0.4423627492986484,0.37186513460795045,4
2025-05-17,0.6731554382591575,1.045949505068027,0.683509226875628,0.8008713900676042,4
2025-05-18,-0.02643182919737623,0.7303941956117339,0.5547101605453946,0.4195575089865841,4
2025-05-19,0.5017360112889087,0.4576492319414942,-0.451574073303342,0.16927038997568697,4
2025-05-20,1.4732203211603332,0.6782035452430333,-0.15430985614054568,0.6657046700876069,4
2025-05-21,1.292406338730137,0.02384983174994652,0.6075777252709816,0.641277965250355,4
2025-05-22,1.0004834385787356,-0.055792796007310776,-0.3064912687290518,0.21273312461412433,4
2025-05-23,0.016082236354008215,0.6413060342605323,0.19441408126951557,0.2839341172946854,4
2025-05-24,0.6543753900085877,1.0070860024296437,0.501287942672678,0.7209164450369698,4
2025-05-25,0.8755363454426561,0.8380603320045805,0.39273212276995034,0.7021096000723958,4
2025-05-26,1.3917819985210693,0.517892924407735,-0.3872278044529711,0.5074823728252777,4
2025-05-27,1.0531595483828324,0.9580291343875339,-0.04444449464192051,0.6555813960428153,4
2025-05-28,1.1053267023088518,1.0796815148147554,-0.03358721553750971,0.7171403338620324,4
2025-05-29,1.8629463292601698,1.0844797688560368,-0.006544868545506419,0.9802937431902334,4
2025-05-30,0.8755363454426561,1.0604370978948394,-0.07715592600595335,0.619605839110514,4
2025-05-31,1.0356578849916787,0.9283358689668939,1.0030085730019642,0.9890007756535123,4
2025-06-01,0.8574483605909466,1.3089708761739385,0.863982833995744,1.0101340235868765,4
2025-06-02,0.9472883439683055,1.2214460946196788,0.3476471674108722,0.8387938686662855,4
2025-06-03,1.7104147610560336,0.5124494779726033,0.2460058292989687,0.8229566894425352,4
2025-06-04,1.292406338730137,1.1605631014843711,0.08433948998846383,0.8457696434009906,4
2025-06-05,1.7104147610560336,0.8683541398814568,1.6890381141029391,1.4226023383468098,4
2025-06-06,0.7660881701937106,0.7973482575261823,0.945168889858948,0.8362017725262803,4
2025-06-07,0.8755363454426561,0.9034407112033245,0.8685272894252783,0.8825014486904196,4
2025-06-08,0.8028179610133264,1.3089708761739385,0.7257283151030414,0.9458390507634356,4
2025-06-09,1.3917819985210693,2.055426131549604,1.4353732440345734,1.6275271247017489,4
2025-06-10,1.5215001519033675,2.3687974020008626,1.0558221351605777,1.6487065630216027,4
2025-06-11,1.1226043440237827,2.5627435863274783,1.0733056269142154,1.5862178524218253,4
2025-06-12,1.601019386417591,2.745351467848232,1.0950759121946256,1.8138155888201493,4
2025-06-13,0.6355297917185138,2.500187154008732,0.7814813754037768,1.3057327737103408,4
2025-06-14,1.2756644387158211,1.6767119253456586,0.5691831081497499,1.1738531574037432,4
2025-06-15,0.9828099091205512,1.6934946319976578,0.5739982971334482,1.083434279417219,4
2025-06-16,1.4570306285847836,2.093898665212593,0.9182504378985022,1.4897265772319594,4
2025-06-17,1.0004834385787356,1.540144849095191,0.1632062493421558,0.9012781790053608,4
2025-06-18,0.7476291490397707,2.0205169526602056,0.2047743330037664,0.9909734782345808,4
2025-06-19,0.3645423905717035,1.7143852529929102,-0.02816724485995385,0.68358679956822,4
2025-06-20,-0.02643182919737623,2.1961586542798575,0.031074757756683457,0.7336005276130549,4
2025-06-21,0.14165204541587992,1.4393585831150566,0.41264245887312045,0.6645510291346857,4
2025-06-22,0.5594826411982101,0.9084307888762596,0.22027529465696258,0.5627295749104774,4
2025-06-23,0.9294395395201359,0.8329914488018971,-0.13767817460213366,0.5415842712399664,4
2025-06-24,0.3645423905717035,0.8532327644811476,-0.4574642555342231,0.25343696650620934,4
2025-06-25,-0.005132951760875787,0.3572925041175354,-0.36981902862192206,-0.005886492088420829,4
2025-06-26,0.3645423905717035,0.37978849344303256,-0.02816724485995385,0.23872121305159408,4
2025-06-27,0.6918703908912816,0.16138815732121942,0.5884166039941287,0.4805583840688765,4
2025-06-28,0.4628922579346321,0.15549495715498185,0.6551674358753465,0.42451821698832015,4
2025-06-29,0.4823490661199743,0.27765763164721824,0.1422942611386279,0.30076698630194015,4
2025-06-30,1.5054547955820168,-0.06197801994698011,-0.3814182636393318,0.3540195039985683,4
