date,z_1,z_2,z_3,OI_mean,K_used
2025-05-01,-1.6200177526194401,2.270910705639171,-0.9407244735594854,-0.0966105068465849,4
2025-05-02,-1.6200177526194401,1.657804114824492,-0.6747378261892265,-0.21231715466139156,4
2025-05-03,-1.6200177526194401,2.7369745905614637,0.3571478617237387,0.49136823322192075,4
2025-05-04,-1.6200177526194401,1.2550243428721348,1.2025398684915556,0.27918215291475007,4
2025-05-05,-1.6200177526194401,1.2232423487597162,2.2416030854008744,0.6149425605137168,4
2025-05-06,-0.24966976762380363,1.2866888432076928,2.6605511734902403,1.2325234163580432,4
2025-05-07,-0.525573933239326,1.7181229386577221,-1.5330962028346322,-0.11351573247207873,4
2025-05-08,-0.6409164211923114,0.8656283076887975,-1.5330962028346322,-0.4361281054460487,4
2025-05-09,-0.40413128512625857,0.6300273513095827,-0.5381737618591282,-0.10409256522526805,4
2025-05-10,-1.6200177526194401,2.157462191647042,-0.743582628928515,-0.06871272996697105,4
2025-05-11,-1.3117082890271379,0.9317694671318743,-1.4293616472345865,-0.6031001563766166,4
2025-05-12,0.26341518047228507,1.5970574943407365,0.7512926314425236,0.870588435418515,4
2025-05-13,0.1642561480609615,0.798972425876295,-0.24729878181411963,0.23864326404104563,4
2025-05-14,-0.018593447894933515,0.798972425876295,0.23005795375145757,0.33681231057760636,4
2025-05-15,-0.07065838285290846,0.9974037927876589,0.08013701918163892,0.3356274763721298,4
2025-05-16,-0.41130705451629485,0.7654489483037396,-0.24729878181411963,0.03561437065777503,4
2025-05-17,-1.6200177526194401,1.0625389932671248,-0.7550936627634783,-0.4375241407052646,4
2025-05-18,-1.6200177526194401,1.8375010046940892,-0.8128081421894239,-0.1984416300382583,4
2025-05-19,-0.15014879780066648,1.4742562856849466,0.8022420237658031,0.7087831705500278,4
2025-05-20,0.24539943046852528,0.5615050851692936,-0.09342899751802837,0.23782517270659687,4
2025-05-21,1.6670856245573051,2.327076399262477,-0.2694353895516311,1.2415755447560504,4
2025-05-22,0.7669000119993141,1.4742562856849466,-0.22520125019179382,0.6719850158308223,4
2025-05-23,0.22326097434110262,0.6300273513095827,-0.19212791942526664,0.22038680207513953,4
2025-05-24,-1.3949905516247525,1.3809859892371192,-1.152903255029687,-0.38896927247244006,4
2025-05-25,-1.5380787084415548,3.2767445157179513,-0.9641230755372443,0.2581809105797174,4
2025-05-26,0.07290442457337537,3.2767445157179513,1.1531970832286589,1.500948674506662,4
2025-05-27,0.1147063640258305,2.1001694189266655,0.648767501325883,0.9545477614261263,4
2025-05-28,0.3070896568379732,0.798972425876295,0.3149277595999139,0.473663280771394,4
2025-05-29,0.06659340181090827,1.1271826026433012,0.18740629949750587,0.4603941013172384,4
2025-05-30,-0.3074255630843761,0.42279375263675906,-0.09342899751802837,0.007313064011451538,4
2025-05-31,-1.6200177526194401,1.2550243428721348,-1.1291494558463924,-0.4980476218645659,4
2025-06-01,-1.6200177526194401,1.0949217826370963,-0.8591720782017489,-0.46142268272803094,4
2025-06-02,-1.3887571162141796,0.21042161075499874,-0.17012747718353308,-0.44948766088090464,4
2025-06-03,0.10012908214488857,1.191341985680999,1.0539241726945425,0.78179841350681,4
2025-06-04,0.27736732949423376,1.1271826026433012,0.3571478617237387,0.5872325979537579,4
2025-06-05,0.21720026663969258,1.657804114824492,0.648767501325883,0.8412572942633559,4
2025-06-06,0.02424393088906974,2.9997325445378786,0.5142170291610985,1.1793978348626821,4
2025-06-07,-1.2422063897280031,1.5970574943407365,-0.7320821702294678,-0.12574368853891146,4
2025-06-08,-1.287386087163993,1.412189075060591,-0.3138263878898349,-0.06300779999774565,4
2025-06-09,0.37940468468824595,1.318236715285196,0.44116326710682174,0.7129348890267545,4
2025-06-10,0.6715099154452041,1.0300333087663949,0.7818871438120182,0.827810122674539,4
2025-06-11,0.6822304707380199,0.21042161075499874,0.16602585294498748,0.35289264481266874,4
2025-06-12,0.44083292086913045,0.38776205723490187,0.5038068427703484,0.4441339402914602,4
2025-06-13,-0.0772180611521386,-0.11834855016348145,-0.20314265697133482,-0.13290308942898496,4
2025-06-14,-1.1040969237630347,0.10222769738187977,-1.1647970786450448,-0.7222221016753999,4
2025-06-15,-0.36136507544293983,0.4924302141425542,-1.5330962028346322,-0.4673436880450059,4
2025-06-16,1.2195441632609978,0.8987627303869511,-1.5330962028346322,0.1950702302711056,4
2025-06-17,1.317077449788533,1.4742562856849466,-1.5330962028346322,0.4194125108796157,4
2025-06-18,0.9754542984677703,1.0949217826370963,-1.5330962028346322,0.1790932927567447,4
2025-06-19,0.6786603856326656,-0.04419018573567884,-0.8475649856562542,-0.07103159525308911,4
2025-06-20,0.49000674394809807,0.2461846588948463,-0.9057083712497647,-0.05650565613560676,4
2025-06-21,-0.9047322417537416,-0.5773103491597322,-1.5330962028346322,-1.0050462645827019,4
2025-06-22,-1.0185507420618944,-0.23080405069604829,-1.405077937556509,-0.8848109101048172,4
2025-06-23,1.183858682968756,-0.30660310808660235,0.39922604727020267,0.4254938740507855,4
2025-06-24,1.9668094700527397,-0.11834855016348145,-0.30271387192400195,0.5152490159884188,4
2025-06-25,2.008256286842735,0.45768275234624894,-0.3138263878898349,0.717370883766383,4
2025-06-26,1.9261725262075649,0.10222769738187977,-0.47044637349740437,0.51931795003068,4
2025-06-27,1.5966020381195083,0.9974037927876589,-0.24729878181411963,0.7822356830310159,4
2025-06-28,-0.11019117127747932,0.42279375263675906,-1.5330962028346322,-0.4068312071584508,4
2025-06-29,-0.1523813066348133,0.10222769738187977,-1.356651384268814,-0.4689349978405825,4
