lag,corr
0,-0.013402860466890897
1,-0.1567747057805835
2,-0.11148309648728552
3,-0.06662956327359801
4,-0.058239489146409126
5,-0.11767105449948688
6,-0.12342855862721835
7,-0.11573171215514093
8,-0.1574880729319404
9,-0.1652508913362769
10,-0.21161595914852097
11,-0.16407885672348377
12,-0.10382995462035902
13,-0.2496831289169374
14,-0.19002192716423386
15,-0.1109181766065386
16,-0.12623892300894338
17,-0.1304778044961904
18,-0.1889130422706444
19,-0.09351766062416217
20,-0.1417963779197038
