date,Y_roll_mean_30,Y_roll_std_30
2025-05-15,,
2025-05-16,,
2025-05-19,,
2025-05-20,,
2025-05-21,-0.19900714728832777,0.6703031252398194
2025-05-22,-0.16583928940693982,0.6050170778942152
2025-05-23,-0.2724709513371478,0.6201856440360147
2025-05-26,-0.3502660648876267,0.6148981171335604
2025-05-27,-0.4267657468612804,0.6192794560828169
2025-05-28,-0.38408917217515237,0.5992562483088234
2025-05-29,-0.30607283398258417,0.6246193123000588
2025-05-30,-0.34623610008551964,0.611586644541532
2025-06-03,-0.3643558572154,0.5891829975309613
2025-06-04,-0.314526914031053,0.5959821465000802
2025-06-05,-0.22525831797204474,0.6703408843481747
2025-06-06,-0.19993482952561728,0.6554847363239322
2025-06-09,-0.17756044271023552,0.6413399244805714
2025-06-10,-0.14920707686310272,0.6337130481772393
2025-06-11,-0.08697528988703913,0.6729521966847759
2025-06-12,-0.013113999098711259,0.7335799087402741
2025-06-13,0.015392328878900312,0.7268406522836556
2025-06-16,0.006512964640395539,0.7105454709731637
2025-06-17,-0.018949963389122054,0.7048675797259301
2025-06-18,-0.07096782838180359,0.7349675082598297
2025-06-19,-0.10882103933323681,0.7439700886165403
2025-06-20,-0.10463561474349693,0.7292511880688061
2025-06-23,-0.11287946095043785,0.7163714927083057
2025-06-24,-0.14271705523480957,0.7204922242723921
2025-06-25,-0.15799529884862556,0.712277160653271
2025-06-26,-0.1638800501107406,0.7006305893492577
2025-06-27,-0.14309241950831617,0.6853623155875603
2025-06-30,-0.13284143159264625,0.6971343666504015
2025-07-01,-0.14500833345246944,0.6945946466529921
2025-07-02,-0.12152719457768814,0.6804757119671424
2025-07-03,-0.12171841173082146,0.6803865948373227
2025-07-04,-0.12781187224461213,0.6800774241306525
2025-07-07,-0.1034802227211764,0.6639096011370403
2025-07-08,-0.050505652969197824,0.6619901403451566
2025-07-09,-0.004629941289757744,0.6384102488396595
2025-07-10,-0.010677669829696685,0.6392237199168603
2025-07-11,-0.010887273589965512,0.6390602914435752
2025-07-14,-0.021026627161907088,0.6540528819693683
2025-07-15,-0.02790052451907519,0.6611942411168367
2025-07-16,-0.04511143299425853,0.6581824827931546
2025-07-17,-0.055987276508325315,0.6424052695008149
2025-07-18,-0.029995397033512082,0.6675611962055192
2025-07-21,0.003009833854171736,0.7019170492686369
2025-07-22,-0.019397285248363517,0.7017556420240866
2025-07-23,-0.0014459931321880947,0.7356782116345887
2025-07-24,-0.0011303207066237996,0.7362977379591789
2025-07-25,0.018457859527250684,0.7598819340141248
2025-07-28,0.06355722251540254,0.7873535049887666
2025-07-29,0.10614115572557067,0.7859409257853375
2025-07-30,0.18285232725913575,0.7591087610668972
2025-07-31,0.23620171002923812,0.727434235035596
2025-08-01,0.25170090430387304,0.7271815222179187
2025-08-04,0.24712137842505008,0.7313735910122837
2025-08-05,0.2556329261219543,0.7183513549884405
2025-08-06,0.2690443877316371,0.7057457881259567
2025-08-07,0.264452147216171,0.7102425820770015
2025-08-08,0.25246529315773425,0.7235948770792054
2025-08-11,0.2263601417280925,0.7178934728979887
2025-08-12,0.18591373310777862,0.7736526944079785
2025-08-13,0.1857343743723181,0.7737412318359422
2025-08-14,0.1474164539931224,0.8018822267526231
2025-08-15,0.15350991450691306,0.7999786708066228
2025-08-18,0.15329556966182337,0.8000726088641761
2025-08-19,0.1698451947408244,0.8166154564107957
2025-08-20,0.21098611112198026,0.8555170247236747
2025-08-21,0.20508668338756703,0.8589197971463772
2025-08-22,0.2301515458801634,0.8776187325143534
2025-08-25,0.23293864370342557,0.8733970368596697
2025-08-26,0.2760602911270887,0.8529481282799529
2025-08-27,0.25744339397673044,0.8692543534932133
2025-08-28,0.20654957641777172,0.8870711048180049
2025-08-29,0.22695163500951096,0.9116867401423946
2025-09-01,0.18793207924396468,0.8948009379899264
2025-09-02,0.2331496034430965,0.9014834641817017
2025-09-03,0.1684642466976265,0.8712364521782395
2025-09-04,0.17419807804832388,0.8801396354403535
2025-09-05,0.18748378950565725,0.8985545861738069
2025-09-08,0.12699660111092415,0.8909683599619198
2025-09-09,0.1406578659500276,0.9030911347473282
2025-09-10,0.1275594843320773,0.8924752912877898
2025-09-11,0.16051122627314166,0.9274423364052462
2025-09-12,0.1035474073799735,0.960006538112063
2025-09-15,0.17142543664207213,0.9899724916474382
2025-09-16,0.22346357822967924,0.9839805148650417
2025-09-17,0.2620348194261032,0.9901402634464792
2025-09-18,0.2481699887298791,1.0035984831927607
2025-09-19,0.2535961967941848,0.9987610264943108
2025-09-22,0.29599327590278474,1.0144969109585078
2025-09-23,0.3716752111735039,0.9676507927673915
2025-09-24,0.39062015717271825,0.9619013599155557
2025-09-25,0.440608520841424,0.9272316830865676
2025-09-26,0.48349371727634094,0.9358624293827149
2025-09-29,0.48978511002860814,0.9318131060554637
2025-09-30,0.4238498453577527,0.9502924370180613
2025-10-09,0.40418556227784136,0.9316409289334596
2025-10-10,0.36965246231173854,0.9788855781589312
2025-10-13,0.32211069565551786,0.9707760813796384
2025-10-14,0.30925042940433595,0.9913498880266386
2025-10-15,0.2751314087946476,1.0019154192357074
2025-10-16,0.2998509028413405,0.9849707594040793
2025-10-17,0.2809902401121087,1.0123601823164392
2025-10-20,0.20039021126030876,1.0022579901453395
2025-10-21,0.17909137394676386,1.013390744085001
2025-10-22,0.1084184567431323,1.0267742504535675
2025-10-23,0.10844410158105385,1.0267619292715093
2025-10-24,0.016651365309165635,1.0144529401707345
2025-10-27,-0.08222007890353497,1.0021332753146768
2025-10-28,-0.10731405359180188,1.0257699221927907
