industry,model,best_cv_rmse,test_rmse,test_mae,test_dir_acc,pred_file,params_file
餐饮,HistGradientBoosting,0.9423085566469162,0.26319051604244054,0.2243311959520318,0.7647058823529411,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\餐饮_boosting_predictions.csv,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\餐饮_boosting_best_params.csv
家电,HistGradientBoosting,0.8481121041282871,0.30654501362334535,0.21920408316062967,0.8823529411764706,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\家电_boosting_predictions.csv,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\家电_boosting_best_params.csv
汽车,HistGradientBoosting,0.9107935766425879,0.4309851745859641,0.34811744264838795,0.5882352941176471,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\汽车_boosting_predictions.csv,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\汽车_boosting_best_params.csv
文娱,HistGradientBoosting,0.6826830740066766,0.5248794459324421,0.42204607417484113,0.5882352941176471,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\文娱_boosting_predictions.csv,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\文娱_boosting_best_params.csv
旅游,HistGradientBoosting,0.6503600709327906,0.7219031859582478,0.6385607648853684,0.7058823529411765,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\旅游_boosting_predictions.csv,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\旅游_boosting_best_params.csv
动漫,HistGradientBoosting,0.5563678153196044,1.3607025309948095,0.7508245771714303,0.9411764705882353,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\动漫_boosting_predictions.csv,C:\Users\17514\Desktop\研一\统计基础\作业\大作业\整合数据\boosting_results\动漫_boosting_best_params.csv
