lag,corr
0,-0.053268156321632204
1,-0.012575605208837682
2,-0.07901600377346114
3,-0.1108529728003617
4,-0.09554712242657641
5,-0.02422192235336921
6,-0.015698062969364206
7,-0.025081855450826484
8,0.004760446445674441
9,0.0009023081669724225
10,0.09532295674692466
11,0.17700145071611648
12,0.2290587177604361
13,0.2946827512295047
14,0.2337474137718908
15,0.19061009628926853
16,0.20280975493467576
17,0.30152586235767187
18,0.3626828099916286
19,0.384811227020611
20,0.38148982796137365
