,count,mean,std,min,1%,5%,25%,50%,75%,95%,99%,max,skew,kurt
Y,115.0,0.0704720014100932,0.895012611238393,-1.5262741495587495,-1.5262741495587495,-1.5262741495587495,-0.5528199424273006,0.0117534505107187,0.7952480300931487,1.5250386561955784,1.5250386561955784,1.5250386561955784,-0.08619390622048355,-0.8302605822604829
D_star,115.0,-1.206764157201257e-17,1.0043763885240233,-1.3322912737341872,-1.2771773049125672,-1.0428901124825285,-0.7515353549083226,-0.1668153647150309,0.38482884659547056,1.5953197707527644,3.5431910064377337,4.431620223156177,1.7397653488903262,4.331448740854114
OI,115.0,-0.03494566781320517,0.5645308312466774,-1.058997679786233,-0.9921993932957396,-0.8215225929427346,-0.47277482594081305,-0.015209039200103,0.232254780879177,1.1384716770800443,1.6136710701321155,1.8546624336886235,0.8367214694324248,1.2056138050841234
ET,115.0,-0.003923856356489229,0.24308180422025455,-0.5520913684734098,-0.5507562542302752,-0.3615816020382724,-0.16238767575685498,-0.034686770370728,0.16772512841590154,0.3849168325312389,0.45648615291429073,0.5759532698059532,0.10293316116849838,-0.4349040760510752
premium,115.0,0.04631478260869566,0.14363447653586875,-0.2953,-0.20736200000000002,-0.18166000000000002,-0.04415,0.0588,0.13065,0.25431,0.347784,0.761,0.8968463232600741,4.391306503241563
mom_1w,115.0,0.3566269565217391,2.0307604770489713,-5.7791,-4.026662,-3.2132300000000003,-0.78935,0.5515,1.5652,3.6512499999999997,4.361732,5.8157,-0.24369775285252485,0.2874693197734133
M1_star,115.0,0.3144902255582177,1.33045875863643,-1.1105877868070098,-1.0291850053228848,-0.8395854621938582,-0.36311148838330876,0.0795380006959467,0.5394029662316893,1.4304754850150714,6.086384946518094,8.828821587095058,3.744926931583148,18.550514449383428
M2_star,115.0,0.19231757170924765,1.0652435170726782,-1.6394303870526512,-1.3606614827441192,-1.0746274127658384,-0.4499927736141429,0.0699309557718691,0.5587724721175467,1.6495371431574917,4.529873498202684,5.901242006146122,2.2616224177044253,9.144916612033395
Y_star,115.0,0.3395356474010617,1.115403401750645,-0.9257322822911814,-0.9188946114126003,-0.8187435270919636,-0.2538754402247727,0.1863089372808224,0.6094546144706399,1.7403270852606403,4.966064149147162,6.941911672734867,3.0497143725222506,13.55778779785028
