lag,corr
0,0.37083240089538716
1,0.4094228185305906
2,0.3837503051389325
3,0.3753218548545528
4,0.38454215421942217
5,0.36228706734702654
6,0.25958487849948514
7,0.22497153648494303
8,0.1307835976379504
9,0.036093066682546165
10,-0.03302272264318818
11,-0.0837062612325397
12,-0.12257487314639018
13,-0.19124941153808508
14,-0.27631704764118264
15,-0.3120143051609216
16,-0.33945060936729093
17,-0.3206701963925294
18,-0.362608030488903
19,-0.4004999734510891
20,-0.45007712632036756
