lag,corr
0,0.021973421627619037
1,0.049645674338354935
2,0.03982316130354291
3,0.078186726569835
4,-0.0221930622278066
5,0.05222138487574014
6,-0.053567326864648254
7,-0.12965510665072655
8,-0.020090443833499467
9,-0.05479832005145331
10,-0.09339146768414092
11,-0.07963587504537764
12,-0.21239674365264638
13,-0.11167088919834428
14,-0.1056199147622698
15,-0.10488540792943422
16,-0.04070561103359298
17,0.002922088696926843
18,0.06036597814334083
19,0.07544983646826493
20,0.1106911407164513
