lag,corr
0,-0.08139778009585422
1,-0.020686131875206504
2,-0.12089738190544948
3,-0.17303221075510367
4,-0.11815273276326245
5,-0.18529927804495913
6,-0.1476446857074977
7,-0.0855555291515129
8,-0.13918763355967834
9,-0.20068943567716976
10,-0.33302560068285375
11,-0.24822043169632835
12,-0.28887587379675533
13,-0.29973730325360565
14,-0.28618745639553445
15,-0.2800427768671186
16,-0.2507039871620707
17,-0.2866087303678888
18,-0.21478517084681215
19,-0.20908143054853906
20,-0.23902360485839552
