date,Y,diff,abs_diff
2025-09-16,1.44115189427367,2.4883475838101266,2.4883475838101266
2025-07-04,-1.3397141908975096,-2.3443073862989046,2.3443073862989046
2025-07-07,0.6085276721473878,1.9482418630448974,1.9482418630448974
2025-09-08,0.919144666938095,1.9437106386637972,1.9437106386637972
2025-06-25,1.019802805151115,1.9191221157063483,1.9191221157063483
2025-07-08,-1.2706549224311905,-1.8791825945785783,1.8791825945785783
2025-10-21,1.2037926829410774,1.7565595438590134,1.7565595438590134
2025-10-13,-0.3246855780494082,-1.6904620961522738,1.6904620961522738
2025-08-28,0.9189618847709234,1.6760269353075388,1.6760269353075388
2025-10-28,-0.6166897789148924,-1.475962678576452,1.475962678576452
2025-08-27,-0.7570650505366153,-1.4467907473758244,1.4467907473758244
2025-07-31,-1.039808431269465,-1.3830287238626635,1.3830287238626635
2025-08-14,0.7718565342973933,1.3775617425596869,1.3775617425596869
2025-07-14,1.44115189427367,1.2843469526760796,1.2843469526760796
2025-09-22,1.2200429434132325,1.2711734497536544,1.2711734497536544
