lag,corr
0,0.08625839571221747
1,0.22507992746417674
2,0.23584992904078214
3,0.18518755700366124
4,0.18858940933962814
5,0.18913346092155217
6,0.25387181736998454
7,0.2715581836577002
8,0.20054503334375595
9,0.130855819183151
10,0.019448897479104027
11,0.006220223660446071
12,-0.0024851745254939254
13,-0.013942972387145468
14,-0.0876964390811825
15,-0.1336013212630508
16,-0.16006663014272454
17,-0.18446901015815295
18,-0.22115179579092406
19,-0.21929552978164232
20,-0.22804609597637665
