industry,TE_OLS,NDE_OLS,PIE_OLS
餐饮,1.018017148594767,0.2036669399733759,0.8143502086213912
动漫,0.8952073575275479,0.1774346589917324,0.7177726985358155
汽车,1.162557373267023,0.041919089247023,1.12063828402
文娱,0.90101340102802,0.0563346381440542,0.8446787628839658
旅游,0.8569600462996739,0.1743892659935745,0.6825707803060994
家电,1.0338332112462023,0.3325354352598812,0.701297775986321
