,Y,D_star,OI,ET,premium,mom_1w
Y,1.0,0.15051880635676732,-0.11285866937516653,-0.11126701917531436,0.1740155793681103,-0.13463915412443558
D_star,0.15051880635676732,1.0,-0.04200732371987555,-0.34071098614833967,0.14303019850281015,-0.04042109939755825
OI,-0.11285866937516653,-0.04200732371987555,1.0,0.18362918287693825,-0.031236067658634722,0.10517635918882665
ET,-0.11126701917531436,-0.34071098614833967,0.18362918287693825,1.0,-0.08619519588286996,0.04800927993052544
premium,0.1740155793681103,0.14303019850281015,-0.031236067658634722,-0.08619519588286996,1.0,0.11749132989850744
mom_1w,-0.13463915412443558,-0.04042109939755825,0.10517635918882665,0.04800927993052544,0.11749132989850744,1.0
