lag,corr
0,-0.12278695837794582
1,-0.03525537671643807
2,-0.0074262661701467395
3,0.05105088670364049
4,0.12442066304045213
5,0.18232488395698382
6,0.18972764578480977
7,0.10947117800284757
8,0.13415822466933794
9,0.13273769656913037
10,0.09223863059783159
11,0.08195659674305258
12,0.08605712434749192
13,0.04884654500702656
14,0.010560699634550818
15,0.0019011896725545053
16,0.048409279558014204
17,-0.05664065929693185
18,-0.12068776542544997
19,-0.09231882584115962
20,-0.06264822773930352
