date,Y_true,Y_pred_OLS_base,Y_pred_OLS_enh,Y_pred_DML
2025-10-09,-0.2471940320784643,0.05987050549562923,0.5999554776820911,0.9630766598021706
2025-10-10,-0.2594846304681732,0.32900756789148494,0.5559051716235076,1.1686489158285271
2025-10-13,-0.9225274261024642,0.26927100758398936,0.13582127549608672,-0.15537737883012237
2025-10-14,-0.8575875107796493,-0.06539770113288025,-0.10329971840371475,-0.40438385213851236
2025-10-15,-0.8257791986870293,-0.05977361929254745,-0.01119633568339765,-0.3507300414773997
2025-10-16,-0.896578749746294,-0.007722450763626021,0.20592163063161048,-0.3603354882050392
2025-10-17,-0.4038696517509169,-0.43094639482265384,0.3965733655612114,0.2888812082648611
2025-10-20,-0.5969625689046317,-0.5018284246949541,0.05206326238534398,-0.2555646070155925
2025-10-21,-0.8157282392655069,-0.4970582042349895,0.01638016891288111,-0.61776923560248
2025-10-22,-0.5195978296166861,0.9700783519953543,0.5541698993449945,-0.19101938894395562
2025-10-23,-0.4248794708728193,0.8560986431253967,0.2792057479404136,-0.2554416448382174
2025-10-24,-0.6141270837759613,0.42413824861912897,0.14123852066684375,-0.6053173623954651
2025-10-27,-0.8414112134704068,-0.22028280735675257,0.10836190423406879,-0.3551890158515849
2025-10-28,-0.3251222865851554,-0.42411454670678683,0.1521483583315738,-0.273662758663734
2025-10-29,1.5728692361980072,1.9919445188038378,2.1372731061948076,1.6989571783106492
2025-10-30,0.4439944948967561,1.5304624769070079,1.2748073523497863,0.467343265725181
2025-10-31,-0.4248330420104249,0.797527020316799,0.4861366485937806,0.028823774326341915
