date,Y_true,Y_pred_OLS_base,Y_pred_OLS_enh,Y_pred_DML
2025-10-09,0.122584045471129,-1.3923841289016627,0.32773073535440916,-0.08165975484565578
2025-10-10,0.3173533917006382,-1.273671804010887,-0.016415278295578345,-0.19733932441893834
2025-10-13,0.4253173888377404,-1.179178490800175,-0.22669754276522708,-0.22838910970734388
2025-10-14,0.8880111679546048,0.7480921517762256,1.7317521675049332,2.480240548006937
2025-10-15,0.4250630399073709,-0.0871075079431438,0.48844088539303954,1.3962475626112387
2025-10-16,-0.2150885258312583,-0.5082763796150005,0.3866874646185781,0.16953615006854855
2025-10-17,0.2869252242528792,-0.7639023068307731,0.26398610956796287,0.5618871008678056
2025-10-20,0.0928145305483876,-1.1528842314400052,0.22385798579248373,0.23858275599176684
2025-10-21,-0.5957721580583417,-1.1508173459575717,0.22650014118856587,0.25948208542076395
2025-10-22,0.7473667352241782,0.13550916271052624,1.0647718155124792,2.6876258199216987
2025-10-23,0.3462273749224845,-0.0819657464384391,0.42605423983635954,1.3786394543947549
2025-10-24,0.0073197557982614,-0.29416556120756143,0.02641266773950815,0.27485584552964976
2025-10-27,0.8343088526292762,0.43914083240672985,1.4266974626627378,1.6428588830857085
2025-10-28,3.1779296823506966,1.1195624319729378,3.0826703733682344,2.3505231203909043
2025-10-29,1.316498273950652,0.42771400225932543,1.4536165053040642,1.6375811776683655
2025-10-30,0.3918573190663188,-0.03105884463234034,0.45253828486833403,0.9278263568522902
2025-10-31,0.1410420051841354,-0.12021386090785438,0.12268148479077699,-0.03700061435192129
